,Clause,Opt-out via contacting company,Dont use service/feature,Opt-out link,Browser/device privacy controls,Unspecified,Opt-in,First-party privacy controls,Other,Third-party privacy controls
948,contact us here.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
949,contact us here,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
950,"You can learn how to de-activate cookies using the Help feature of your browser,",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
951,You can ask us to change or update other personal information about you by clicking here to reach our Privacy Officer.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
952,You can unsubscribe or change your subscription to any of our Personal Notification Services at any time.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
953,not to receive promotional information,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
954,"If you prefer not to receive promotional information from one or more of our brands, please let us know by making a written request to our Privacy Officer.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
955,"We want to communicate with you only if you want to hear from us. If you prefer not to receive promotional information from one or more of our brands, please let us know by making a written request to our Privacy Officer",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
956,"In any such request, please provide us with your full name and the email address you used when you registered with or made a purchase from us. If you ask us to remove your name and address from promotional lists, we will maintain your name in a ""do not contact"" file to ensure that we can honor your request. It may take up to 10 days to process your email request and 6-8 weeks to process your postal mail request, during which transition period you may continue to receive communications from us.  ",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
957,"If you ask us to remove your name and address from promotional lists, we will maintain your name in a ""do not contact"" file to ensure that we can honor your request.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
958,"To change your mind, simply contact our Privacy Officer or sign up again when you visit the Sites or our stores.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
959,"By accessing the Sites, you consent",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
960,"If you wish, you can set your browser to refuse cookies.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
961,you can set your browser to refuse cookies,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
962,"If you wish, you can set your browser",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
963,"From time to time, we may also contact customers by email, phone or mail for such purposes as to inform them of new products, services and special offers, administer a survey, or to follow up on previous interactions. If you do not wish to receive such communications from us, please follow the opt-out instructions generally provided in such communications. Upon your request, we will make reasonable efforts to delete your personal information from our database, however, it may be impossible to delete your entry without retaining some residual information for a period of time due to backups and records of deletion. Be assured that we will never knowingly send messages to customers who have asked not to receive them.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
964,please follow the opt-out instructions generally provided in such communications.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
965,you will have to enter your credit card information each time you order.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
966,"if you choose to set up an authorized account with one of our Sites. In that case, it is stored on a secure computer in an encrypted format.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
967,opt-outs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
968,available opt-outs at any time.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
969,To opt-out You may use Google Analytics' currently available opt-outs at any time.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
970,"When you log in to our mobile application, you will be asked whether you want the mobile application to remember you. If you choose yes",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
971,"When you log in to our mobile application, you will be asked whether you want the mobile application to remember you. If you choose yes, the mobile application will remain logged in to your information. At any time you can choose to log out by choosing the logout button on the application.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
972,It is our policy to never send messages to website users unless they request that we do so.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
973,"""unsubscribe""",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
974,Contact Us at http://www.tgifridays.com/contact.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
975,"If you have opted in to receive email communications from TGI Fridays (and are NOT a Give Me More Stripes member) and wish to no longer receive those emails, you can click ""unsubscribe"" on any of those email messages,",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
976,or Contact Us at http://www.tgifridays.com/contact.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
977,"you can click ""unsubscribe"" on any of those email messages,",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
978,Contact Us,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
979,you may be asked whether you'd like to,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
980,upon clicking a link e-mailed to the address provided in registration.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
981,At that time you have the opportunity to opt-in,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
982,how to opt out of,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
983,"how to ""opt-out"", please click here.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
984,do not provide it.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
985,do not access MediaNews Web sites.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
986,"Click here to learn more about Yahoo!'s ad practices, including how to opt out of",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
987,"If you do not wish to share your PIN, you always have the option to not provide the information",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
988,or use the MediaNews Web sites that require it.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
989,you always have the option to not provide the information or use the MediaNews Web sites that require it.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
990,please review the following:,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
991,"may opt-out of such messages by going to the ""Manage an Account"" page",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
992,"or you may email us at privacycoordinator@medianewsgroup.com or write to us at: Privacy Coordinator, MediaNews Group Interactive, 101 W. Colfax Ave., Suite 950, Denver, CO 80202.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
993,"opt-out of such messages by going to the ""Manage an Account"" page and simply unclicking an opt-in box",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
994,"e-mail us at privacycoordinator@medianewsgroup.com or write to us at: Privacy Coordinator, MediaNews Group Interactive, 101 W. Colfax Ave., Suite 950, Denver, CO 80202. Please reference the name of the applicable site.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
995,"or you may e-mail us at privacycoordinator@medianewsgroup.com or write to us at: Privacy Coordinator, MediaNews Group Interactive, 101 W. Colfax Ave., Suite 950, Denver, CO 80202. Please reference the name of the applicable site.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996,can consent to,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
997,"You can read these instructions in the section of our Online Privacy Policy titled ""How We Disclose Information and Your Related Opt-out Choices."" Or, if you are a California resident and prefer that we send you a separate response,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
998,using the unsubscribe link,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
999,opt-out form here,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,by clicking on the Ad Choices link,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,You can opt-out,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1002,by using the opt-out form here,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,links to opt-out,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,ask for information,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1005,With your consent,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1006,any related opt-out choices,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1007,without your consent,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1008,with your consent,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1009,please use the postal list opt-out form available here,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1010,"send your request to us in a letter addressed to Meredith Corporation, Opt-Out Postal, Attn: Circulation, 1716 Locust Street, Des Moines, Iowa 50309).",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1011,unsubscribe link at the bottom of each message,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1012,by visiting the Email Preferences page on our sites and updating your preferences,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1013,by using the unsubscribe link at the bottom of each message,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1014,by visiting the Email Preferences page on our sites and updating your preferences.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1015,simply follow the advertiser's unsubscribe link or opt-out instructions that should be included in every commercial message you receive.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1016,visit http://www.aboutads.info/. You can also click on the Ad Choices icon located in the footer of our web sites and navigate to the consumer opt-out page.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1017,http://www.aboutads.info/,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1018,click on the Ad Choices icon located in the footer of our web sites and navigate to the consumer opt-out page,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1019,"To learn more about the information collection practices of NAI members and your related opt-out choices, please visit the NAI's website here.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1020,opt out of interest-based advertising from Google by visiting the About Google Ads page,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1021,You can opt out of interest-based advertising from Google by visiting the About Google Ads page or permanently opt out of the DoubleClick cookie by installing the DoubleClick opt out extension.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1022,by visiting the About Google Ads page,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1023,by installing the DoubleClick opt out extension,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1024,"An ""opportunity to object,"" which Kaleida Health must provide to you before we may use or disclose your health information for certain purposes. In these situations, you will have an opportunity to object to the use or disclosure of your health information in person, over the phone, or in writing.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1025,"A ""general written consent,"" which Kaleida Health must obtain from you in order to use and disclose your health information",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1026,obtain your written authorization before using your health information or sharing it with others outside the hospital.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1027,"you may revoke that written authorization at any time, except to the extent that we have already relied upon it. To revoke a written authorization, please write to the Kaleida Health Privacy Officer, 726 Exchange Street Suite 200, Buffalo, NY 14210 to revoke such authorization.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1028,whether you have any objection to including information about you in our Patient Directory,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1029,"If you are an inpatient, Kaleida Health will ask you whether you have any objection to including information about you in our Patient Directory or sharing information about your health with your friends and family involved in your care.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1030,"Other uses and disclosures of your health information not described in this Notice will be made only with your written authorization. For example, we will not sell your health information or market a party's services or products to you if we are paid by that party to do so, without your written authorization.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1031,Kaleida Health can do all of these things if you have signed a general written consent form.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1032,"Kaleida Health can do all of these things if you have signed a general written consent form. Once you sign this general written consent form, it will be in effect indefinitely unless you revoke your general written consent.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1033,object,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1034,Behavioral Health patients will be given the opportunity to object each time before information about them is released to family and friends.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1035,"Kaleida Health will, however, obtain your written authorization for, or provide you with an opportunity to object to, the use and disclosure of your health information in these situations when state law specifically requires that we do so.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1036,or provide you with an opportunity to object to,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1037,"if we are unable to obtain your general written consent because of substantial communication barriers, and we believe you would want us to treat you if we could communicate with you.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1038,Kaleida Health will ask for your written authorization before using your health information or sharing it with others in order to conduct research.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1039,Kaleida Health may use and disclose your health information without your written authorization if we obtain approval through a special process to ensure that research without your written authorization poses minimal risk to your privacy.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1040,You have the right to request that we further restrict the way Kaleida Health uses and discloses your health information t,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1041,"You have the right to request that we communicate with you about your medical matters in a more confidential way by requesting that Kaleida Health communicates with you by alternative means or at alternative locations. For example, you may ask that we contact you at home instead of at work.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1042,stop,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1043,choices,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1044,"To opt out, visit the CBS Interactive Business Partner Advertising Opt-Out page",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1045,"You have choices about the collection and use of your information by third parties to display relevant advertisements, as described in our overview of Third Party Online Advertising",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1046,You can stop the delivery of commercial email messages from a CBS Interactive Services or service by following the instructions in any such email you receive.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1047,ou can stop the delivery of commercial email messages from a CBS Interactive Services or service by following the instructions in any such email you receiv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1048,"by using the appropriate feature of their Web client software, if available.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1049,"With respect to visitor e-mail addresses, we allow users to post their e-mail address on comments or in sponsorships",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1050,we allow users to post,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1051,"Except as necessary for SRL to provide the services, information, or products requested by a visitor, the visitor may opt out of having his or her personally identifiable information, which has been voluntarily provided to SRL through an account registration, customer order, or electronic news or information subscription, prospectively retained by SRL, used by SRL for secondary purposes, or disclosed by SRL to third parties by contacting SRL via postal mail, e-mail, or facsimile at the addresses set out above. (This does not apply to collection of the type of Web browser of the visitor to the Site or to information provided or collected that does not meet the above description.) By way of illustration, you have the option to remove your name from any of our mailing lists at any time.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052,"opt out of having his or her personally identifiable information, which has been voluntarily provided to SRL through an account registration, customer order, or electronic news or information subscription, prospectively retained by SRL, used by SRL for secondary purposes, or disclosed by SRL to third parties by contacting SRL via postal mail, e-mail, or facsimile at the addresses set out above",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1053,"by contacting SRL via postal mail, e-mail, or facsimile at the addresses set out above",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1054,please notify us by email or call us at the winery and we will honor your request immediately,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1055,please notify us by email or call us,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1056,notify us by email or call us,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1057,"to choose not to have this information used by our third-party advertising partner by opting out, please visit the Network Advertising Initiative by clicking here",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1058,"by opting out, please visit the Network Advertising Initiative by clicking here*",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1059,You do not have to,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1060,you can find opt-out instructions on usa.gov.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1061,"If you wish to disable cookies and opt out of this process, you can find opt-out instructions on usa.gov.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1062,"Local storage files can be cleared through your browser settings or disabled, similar to cookies.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1063,you may see an invitation,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1064,parties that wish to be included among the portal's links should contact the owner of the portal.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1065,Anyone using this system expressly consents to such monitoring,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1066,control,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1067,you affirmatively consent to this Privacy Policy and agree,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1068,you affirmatively consent,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1069,You may be able to configure your browser to accept or reject all or some cookies,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1070,you must enable cookies from JibJab in order to use most functions on the JibJab Sites.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1071,"Flash cookies (also known as ""local shared objects"" or ""LSOs"") cannot be rejected",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1072,"Recipients of emails from JibJab may contact JibJab to request the removal of their information from our database by clicking on the ""Opt-Out"" Link at the bottom of our emails.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1073,You may prevent JibJab messages from being sent to any email address you control by sending an email request to support@jibjab.com,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074,by visiting and adjusting your email preferences in My Account.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1075,messages from being sent to any email address you control by sending an email request to support@jibjab.com or by visiting and adjusting your email preferences,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1076,by sending an email request to support@jibjab.com,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1077,by visiting and adjusting your email preferences in My Account,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1078,"by managing their email preferences in the ""My Account"" section of any of the JibJab Sites.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1079,"managing their email preferences in the ""My Account""",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1080,managing their email preferences,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1081,instructions for opting-out,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1082,"Most web browsers automatically accept cookies, but if you prefer you can edit your browser options to block them in future.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1083,"Most web browsers automatically accept cookies, but if you prefer you can edit your browser options to block them in future",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1084,"Most web browsers automatically accept cookies, but if you prefer you can edit your browser options to block them in future. The Help portion of the toolbar on most browsers will tell you how to prevent your computer from accepting new cookies, how to have the browser notify you when you receive a new cookie, or how to disable cookies altogether.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1085,You can always choose not to submit any personally identifiable information to THE MRC.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1086,We will include an opt-out link or reply address in each such e-mail,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1087,We will include an opt-out link or reply address in each such e-mail.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1088,to opt-out of third-party ad networks operated by NAI members.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1089,"ou may opt-out of many third-party ad networks. The website http://www.networkadvertising.org/optout_nonppii.asp provides information regarding this practice by Network Advertising Initiative (NAI) members, and your choices regarding having this information used by these companies, including how to opt-out of third-party ad networks operated by NAI members.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1090,"You may opt-out of many third-party ad networks. The website http://www.networkadvertising.org/optout_nonppii.asp provides information regarding this practice by Network Advertising Initiative (NAI) members, and your choices regarding having this information used by these companies, including how to opt-out of third-party ad networks operated by NAI members.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1091,opt-out of third-party ad networks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1092,"You also may contact the Digital Advertising Alliance at http://www.aboutads.info/choices/ for information about opting out of targeted advertising and your choices regarding having information used by About Ads member companies, including how to opt-out of third-party ad networks operated by About Ads members.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1093,go to www.aboutads.info/choices.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1094,"Most browsers are initially set to accept cookies, but you can change your settings to notify you when a cookie is being set or updated, or to block cookies altogether. Please consult the ""Help"" section of your browser for more information (e.g., http://windows.microsoft.com/en-US/windows-vista/Block-or-allow-cookies).",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1095,"Most browsers are initially set to accept cookies, but you can change your settings to notify you when a cookie is being set or updated, or to block cookies altogethe",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1096,"Most browsers are initially set to accept cookies, but you can change your settings",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1097,"The FSD Services may also be linked to sites operated by unaffiliated companies, and may carry advertisements or offer content, functionality, games, newsletters, contests or sweepstakes, or applications developed and maintained by unaffiliated companies. FSD is not responsible for the privacy practices of unaffiliated companies and once you leave the FSD Services via a link, enable an unaffiliated service, or click an advertisement, you should check the applicable privacy policy of the unaffiliated service.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1098,"In addition, FSD is not responsible for the privacy or data security practices of other organizations, such as Facebook, Tumblr, Twitter, Apple, Google, Microsoft or any other app developer, app provider, social media platform provider, operating system provider, wireless service provider, or device manufacturer, including in connection with any information you disclose to other organizations through or in connection with the FSD Services.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1099,"If you want to stop receiving promotional materials from an FSD Service, you can change your FSD account setting,",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1100,"follow the unsubscribe instructions at the bottom of each email,",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1101,"send an email to the applicable FSD Service email contact for ""Privacy Policy matters"" listed here",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1102,"you can change your FSD account setting,",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1103,"send an email to the applicable FSD Service email contact for ""Privacy Policy matters"" listed here.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1104,on your mobile device,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1105,through the app,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1106,There are certain service notification emails that you may not opt-out of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1107,"suppress, or otherwise limit our use of your personal information you have previously provided directly to us, you may contact us using the mechanisms provided below.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1108,"You may request that we not share your personal information on a going-forward basis with FSD Affiliates or unaffiliated third parties for their direct marketing purposes by sending an email to the applicable FSD Service email contact for ""Disclosure Opt-out"" listed here, with ""Disclosure Opt-out"" in the subject line and your full name, email address, postal address and specific FSD Service you have subscribed to in the body of the email. We will try to comply with your request(s) as soon as reasonably practicable.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1109,by sending an email to the applicable FSD Service email contact,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110,opted to receive,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1111,not to receive,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1112,"Your friend may contact us at website@vikings.nfl.com, admin@vikingscontests.com, admin@vikingsnewsletter.com to request that we remove this information from our database.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1113,Participation is voluntary and you will have the opportunity to decide whether or not to disclose information to the Website.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1114,"You may also cancel your free email subscription by following the instructions provided on the Website or in the newsletter or email us at website@vikings.nfl.com, admin@vikingscontests.com, admin@vikingsnewsletter.com.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1115,You may receive a newsletter either by registering for a particular newsletter,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1116,by following the instructions provided on the Website or in the newsletter,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1117,email us,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1118,Participation is voluntary and you will have the opportunity to decide whether or not to disclose information to the Website,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1119,"If you do not want to receive such offers, you may email us at website@vikings.nfl.com, admin@vikingscontests.com, admin@vikingsnewsletter. com,",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1120,use the opt out method detailed in the email,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1121,change your preferences by logging into your account.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1122,"""opt-out"" procedures",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1123,contact us at [email address],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1124,we will always provide you with an option,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1125,To opt out of the DART cookies you may visit the Google ad and content network privacy policy at the following url http://www.google.com/privacy_ads.html Tracking of users through the DART cookie mechanisms are subject to Google's own privacy policies.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1126,To opt out of the DART cookies you may visit the Google ad and content network privacy policy at the following url http://www.google.com/privacy_ads.html,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1127,inks to opt-out,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1128,we provide the following links to opt-out of cookies provided by both our first party ad server,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1129,and many third party advertising partners who may be engaging in online behavioral advertising:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1130,is link to opt-out,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1131,link to opt-out,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1132,"First Party Opt-out Please visit this link to opt-out of cookies from our first party ad serving vendor, Google: http://www.google.com/privacy/ads/",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1133,http://www.aboutads.info/choices/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1134,Please visit this link to opt-out of cookies,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1135,Third Party and Online Behavioral Advertising Opt-out Please visit this link to opt-out of cookies from over 50+ major third party behavioral advertising providers: http://www.aboutads.info/choices/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
