,Clause,Category
1437,You have the right to request that we further restrict the way Kaleida Health uses and discloses your health information t,Opt-out via contacting company
1438,You have the right to request that we further restrict the way Kaleida Health uses and discloses your health information t,Opt-out via contacting company
1439,"You have the right to request that we communicate with you about your medical matters in a more confidential way by requesting that Kaleida Health communicates with you by alternative means or at alternative locations. For example, you may ask that we contact you at home instead of at work.",Other
1440,stop,Opt-out link
1441,stop,Opt-out link
1442,choices,Unspecified
1443,"To opt out, visit the CBS Interactive Business Partner Advertising Opt-Out page",Opt-out link
1444,"You have choices about the collection and use of your information by third parties to display relevant advertisements, as described in our overview of Third Party Online Advertising",Unspecified
1445,You can stop the delivery of commercial email messages from a CBS Interactive Services or service by following the instructions in any such email you receive.,Opt-out link
1446,ou can stop the delivery of commercial email messages from a CBS Interactive Services or service by following the instructions in any such email you receiv,Unspecified
1447,"by using the appropriate feature of their Web client software, if available.",Browser/device privacy controls
1448,"With respect to visitor e-mail addresses, we allow users to post their e-mail address on comments or in sponsorships",Opt-in
1449,we allow users to post,Opt-in
1450,"Except as necessary for SRL to provide the services, information, or products requested by a visitor, the visitor may opt out of having his or her personally identifiable information, which has been voluntarily provided to SRL through an account registration, customer order, or electronic news or information subscription, prospectively retained by SRL, used by SRL for secondary purposes, or disclosed by SRL to third parties by contacting SRL via postal mail, e-mail, or facsimile at the addresses set out above. (This does not apply to collection of the type of Web browser of the visitor to the Site or to information provided or collected that does not meet the above description.) By way of illustration, you have the option to remove your name from any of our mailing lists at any time.",Other
1451,"opt out of having his or her personally identifiable information, which has been voluntarily provided to SRL through an account registration, customer order, or electronic news or information subscription, prospectively retained by SRL, used by SRL for secondary purposes, or disclosed by SRL to third parties by contacting SRL via postal mail, e-mail, or facsimile at the addresses set out above",Opt-out via contacting company
1452,"opt out of having his or her personally identifiable information, which has been voluntarily provided to SRL through an account registration, customer order, or electronic news or information subscription, prospectively retained by SRL, used by SRL for secondary purposes, or disclosed by SRL to third parties by contacting SRL via postal mail, e-mail, or facsimile at the addresses set out above",Opt-out via contacting company
1453,"opt out of having his or her personally identifiable information, which has been voluntarily provided to SRL through an account registration, customer order, or electronic news or information subscription, prospectively retained by SRL, used by SRL for secondary purposes, or disclosed by SRL to third parties by contacting SRL via postal mail, e-mail, or facsimile at the addresses set out above",Opt-out via contacting company
1454,"by contacting SRL via postal mail, e-mail, or facsimile at the addresses set out above",Opt-out via contacting company
1455,"by contacting SRL via postal mail, e-mail, or facsimile at the addresses set out above",Opt-out via contacting company
1456,"by contacting SRL via postal mail, e-mail, or facsimile at the addresses set out above",Opt-out via contacting company
1457,"by contacting SRL via postal mail, e-mail, or facsimile at the addresses set out above",Opt-out via contacting company
1458,"by contacting SRL via postal mail, e-mail, or facsimile at the addresses set out above",Opt-out via contacting company
1459,"by contacting SRL via postal mail, e-mail, or facsimile at the addresses set out above",Opt-out via contacting company
1460,"by contacting SRL via postal mail, e-mail, or facsimile at the addresses set out above",Opt-out via contacting company
1461,please notify us by email or call us at the winery and we will honor your request immediately,Opt-out via contacting company
1462,please notify us by email or call us,Opt-out via contacting company
1463,notify us by email or call us,Opt-out via contacting company
1464,"to choose not to have this information used by our third-party advertising partner by opting out, please visit the Network Advertising Initiative by clicking here",Other
1465,opt-out,Opt-out link
1466,"by opting out, please visit the Network Advertising Initiative by clicking here*",Opt-out link
1467,You do not have to,Other
1468,you can find opt-out instructions on usa.gov.,First-party privacy controls
1469,"If you wish to disable cookies and opt out of this process, you can find opt-out instructions on usa.gov.",Opt-out link
1470,you can find opt-out instructions on usa.gov.,Unspecified
1471,"Local storage files can be cleared through your browser settings or disabled, similar to cookies.",Browser/device privacy controls
1472,"Local storage files can be cleared through your browser settings or disabled, similar to cookies.",Browser/device privacy controls
1473,you may see an invitation,Opt-in
1474,parties that wish to be included among the portal's links should contact the owner of the portal.,Opt-in
1475,Anyone using this system expressly consents to such monitoring,Dont use service/feature
1476,control,Unspecified
1477,you affirmatively consent to this Privacy Policy and agree,Dont use service/feature
1478,you affirmatively consent,Opt-in
1479,you affirmatively consent,Opt-in
1480,You may be able to configure your browser to accept or reject all or some cookies,Browser/device privacy controls
1481,you must enable cookies from JibJab in order to use most functions on the JibJab Sites.,Dont use service/feature
1482,"Flash cookies (also known as ""local shared objects"" or ""LSOs"") cannot be rejected",Dont use service/feature
1483,"Recipients of emails from JibJab may contact JibJab to request the removal of their information from our database by clicking on the ""Opt-Out"" Link at the bottom of our emails.",Opt-out link
1484,You may prevent JibJab messages from being sent to any email address you control by sending an email request to support@jibjab.com,Opt-out via contacting company
1485,by visiting and adjusting your email preferences in My Account.,First-party privacy controls
1486,messages from being sent to any email address you control by sending an email request to support@jibjab.com or by visiting and adjusting your email preferences,Opt-out via contacting company
1487,by sending an email request to support@jibjab.com,Opt-out via contacting company
1488,by visiting and adjusting your email preferences in My Account,First-party privacy controls
1489,"by managing their email preferences in the ""My Account"" section of any of the JibJab Sites.",First-party privacy controls
1490,"managing their email preferences in the ""My Account""",Opt-out link
1491,managing their email preferences,First-party privacy controls
1492,instructions for opting-out,Other
1493,"Most web browsers automatically accept cookies, but if you prefer you can edit your browser options to block them in future.",Browser/device privacy controls
1494,"Most web browsers automatically accept cookies, but if you prefer you can edit your browser options to block them in future",Browser/device privacy controls
1495,"Most web browsers automatically accept cookies, but if you prefer you can edit your browser options to block them in future. The Help portion of the toolbar on most browsers will tell you how to prevent your computer from accepting new cookies, how to have the browser notify you when you receive a new cookie, or how to disable cookies altogether.",Browser/device privacy controls
1496,You can always choose not to submit any personally identifiable information to THE MRC.,Opt-in
1497,choose not to submit,Dont use service/feature
1498,opt-out,Opt-out link
1499,We will include an opt-out link or reply address in each such e-mail,Opt-out link
1500,We will include an opt-out link or reply address in each such e-mail.,Opt-out link
1501,to opt-out of third-party ad networks operated by NAI members.,Third-party privacy controls
1502,"ou may opt-out of many third-party ad networks. The website http://www.networkadvertising.org/optout_nonppii.asp provides information regarding this practice by Network Advertising Initiative (NAI) members, and your choices regarding having this information used by these companies, including how to opt-out of third-party ad networks operated by NAI members.",Opt-out link
1503,"You may opt-out of many third-party ad networks. The website http://www.networkadvertising.org/optout_nonppii.asp provides information regarding this practice by Network Advertising Initiative (NAI) members, and your choices regarding having this information used by these companies, including how to opt-out of third-party ad networks operated by NAI members.",Third-party privacy controls
1504,opt-out of third-party ad networks,Third-party privacy controls
1505,"You also may contact the Digital Advertising Alliance at http://www.aboutads.info/choices/ for information about opting out of targeted advertising and your choices regarding having information used by About Ads member companies, including how to opt-out of third-party ad networks operated by About Ads members.",Opt-out link
1506,"You also may contact the Digital Advertising Alliance at http://www.aboutads.info/choices/ for information about opting out of targeted advertising and your choices regarding having information used by About Ads member companies, including how to opt-out of third-party ad networks operated by About Ads members.",Third-party privacy controls
1507,go to www.aboutads.info/choices.,Unspecified
1508,"Most browsers are initially set to accept cookies, but you can change your settings to notify you when a cookie is being set or updated, or to block cookies altogether. Please consult the ""Help"" section of your browser for more information (e.g., http://windows.microsoft.com/en-US/windows-vista/Block-or-allow-cookies).",Browser/device privacy controls
1509,"Most browsers are initially set to accept cookies, but you can change your settings to notify you when a cookie is being set or updated, or to block cookies altogether. Please consult the ""Help"" section of your browser for more information (e.g., http://windows.microsoft.com/en-US/windows-vista/Block-or-allow-cookies).",Browser/device privacy controls
1510,"Most browsers are initially set to accept cookies, but you can change your settings to notify you when a cookie is being set or updated, or to block cookies altogethe",Browser/device privacy controls
1511,"Most browsers are initially set to accept cookies, but you can change your settings to notify you when a cookie is being set or updated, or to block cookies altogethe",Browser/device privacy controls
1512,"Most browsers are initially set to accept cookies, but you can change your settings",Browser/device privacy controls
1513,"Most browsers are initially set to accept cookies, but you can change your settings",Browser/device privacy controls
1514,"The FSD Services may also be linked to sites operated by unaffiliated companies, and may carry advertisements or offer content, functionality, games, newsletters, contests or sweepstakes, or applications developed and maintained by unaffiliated companies. FSD is not responsible for the privacy practices of unaffiliated companies and once you leave the FSD Services via a link, enable an unaffiliated service, or click an advertisement, you should check the applicable privacy policy of the unaffiliated service.",Third-party privacy controls
1515,"In addition, FSD is not responsible for the privacy or data security practices of other organizations, such as Facebook, Tumblr, Twitter, Apple, Google, Microsoft or any other app developer, app provider, social media platform provider, operating system provider, wireless service provider, or device manufacturer, including in connection with any information you disclose to other organizations through or in connection with the FSD Services.",Third-party privacy controls
1516,"If you want to stop receiving promotional materials from an FSD Service, you can change your FSD account setting,",First-party privacy controls
1517,"follow the unsubscribe instructions at the bottom of each email,",Opt-out link
1518,"send an email to the applicable FSD Service email contact for ""Privacy Policy matters"" listed here",Opt-out via contacting company
1519,"you can change your FSD account setting,",First-party privacy controls
1520,"follow the unsubscribe instructions at the bottom of each email,",Unspecified
1521,"send an email to the applicable FSD Service email contact for ""Privacy Policy matters"" listed here.",Opt-out via contacting company
1522,on your mobile device,Browser/device privacy controls
1523,through the app,First-party privacy controls
1524,There are certain service notification emails that you may not opt-out of,Other
1525,There are certain service notification emails that you may not opt-out of,Other
1526,"suppress, or otherwise limit our use of your personal information you have previously provided directly to us, you may contact us using the mechanisms provided below.",Opt-out via contacting company
1527,"You may request that we not share your personal information on a going-forward basis with FSD Affiliates or unaffiliated third parties for their direct marketing purposes by sending an email to the applicable FSD Service email contact for ""Disclosure Opt-out"" listed here, with ""Disclosure Opt-out"" in the subject line and your full name, email address, postal address and specific FSD Service you have subscribed to in the body of the email. We will try to comply with your request(s) as soon as reasonably practicable.",Opt-out via contacting company
1528,"You may request that we not share your personal information on a going-forward basis with FSD Affiliates or unaffiliated third parties for their direct marketing purposes by sending an email to the applicable FSD Service email contact for ""Disclosure Opt-out"" listed here, with ""Disclosure Opt-out"" in the subject line and your full name, email address, postal address and specific FSD Service you have subscribed to in the body of the email. We will try to comply with your request(s) as soon as reasonably practicable.",Opt-out via contacting company
1529,by sending an email to the applicable FSD Service email contact,Opt-out via contacting company
1530,by sending an email to the applicable FSD Service email contact,Opt-out via contacting company
1531,opted to receive,Opt-in
1532,not to receive,Unspecified
1533,"Your friend may contact us at website@vikings.nfl.com, admin@vikingscontests.com, admin@vikingsnewsletter.com to request that we remove this information from our database.",Opt-out via contacting company
1534,Participation is voluntary and you will have the opportunity to decide whether or not to disclose information to the Website.,Opt-in
1535,"You may also cancel your free email subscription by following the instructions provided on the Website or in the newsletter or email us at website@vikings.nfl.com, admin@vikingscontests.com, admin@vikingsnewsletter.com.",Opt-out via contacting company
1536,You may receive a newsletter either by registering for a particular newsletter,Opt-in
1537,"You may also cancel your free email subscription by following the instructions provided on the Website or in the newsletter or email us at website@vikings.nfl.com, admin@vikingscontests.com, admin@vikingsnewsletter.com.",Opt-out via contacting company
1538,by following the instructions provided on the Website or in the newsletter,Unspecified
1539,by following the instructions provided on the Website or in the newsletter,Unspecified
1540,email us,Opt-out via contacting company
1541,email us,Opt-out via contacting company
1542,Participation is voluntary and you will have the opportunity to decide whether or not to disclose information to the Website,Opt-in
1543,Participation is voluntary and you will have the opportunity to decide whether or not to disclose information to the Website,Opt-in
1544,Participation is voluntary and you will have the opportunity to decide whether or not to disclose information to the Website.,Opt-in
1545,"If you do not want to receive such offers, you may email us at website@vikings.nfl.com, admin@vikingscontests.com, admin@vikingsnewsletter. com,",Opt-out via contacting company
1546,use the opt out method detailed in the email,Opt-out link
1547,change your preferences by logging into your account.,First-party privacy controls
1548,"""opt-out"" procedures",Unspecified
1549,contact us at [email address],Opt-out via contacting company
1550,we will always provide you with an option,Unspecified
1551,To opt out of the DART cookies you may visit the Google ad and content network privacy policy at the following url http://www.google.com/privacy_ads.html Tracking of users through the DART cookie mechanisms are subject to Google's own privacy policies.,Third-party privacy controls
1552,To opt out of the DART cookies you may visit the Google ad and content network privacy policy at the following url http://www.google.com/privacy_ads.html,Opt-out link
1553,To opt out of the DART cookies you may visit the Google ad and content network privacy policy at the following url http://www.google.com/privacy_ads.html,Opt-out link
1554,inks to opt-out,Opt-out link
1555,inks to opt-out,Opt-out link
1556,we provide the following links to opt-out of cookies provided by both our first party ad server,First-party privacy controls
1557,and many third party advertising partners who may be engaging in online behavioral advertising:,Third-party privacy controls
1558,is link to opt-out,Third-party privacy controls
1559,link to opt-out,Opt-out link
1560,"First Party Opt-out Please visit this link to opt-out of cookies from our first party ad serving vendor, Google: http://www.google.com/privacy/ads/",First-party privacy controls
1561,http://www.aboutads.info/choices/,Third-party privacy controls
1562,Please visit this link to opt-out of cookies,Opt-out link
1563,Third Party and Online Behavioral Advertising Opt-out Please visit this link to opt-out of cookies from over 50+ major third party behavioral advertising providers: http://www.aboutads.info/choices/,Third-party privacy controls
1564,an option to decline.,Unspecified
1565,"To stop receiving emails, complete the form at http://action.citizen.org/unsubscribe.jsp.",Other
1566,complete the form at http://action.citizen.org/unsubscribe.jsp,Opt-out link
1567,complete the form at http://action.citizen.org/unsubscribe.jsp,Opt-out link
1568,opt out of such exchanges by contacting our Member Services team at (800) 289-3787,Opt-out via contacting company
1569,contacting our Member Services team at (800) 289-3787 or member@citizen.org,Opt-out via contacting company
1570,LOG OFF IMMEDIATELY if you do not agree to the conditions stated in this warning.,Dont use service/feature
1571,LOG OFF IMMEDIATELY if you do not agree to the conditions stated in this warning.,Dont use service/feature
1572,LOG OFF IMMEDIATELY if you do not agree to the conditions stated in this warning.,Dont use service/feature
1573,You may register or enhance your profile by linking your Facebook or Google accounts on NYTimes.com.,Third-party privacy controls
1574,You may register or enhance your profile by linking your Facebook or Google accounts on NYTimes.com.,Third-party privacy controls
1575,You can disassociate your NYTimes.com registration from third-party accounts any time.,Unspecified
1576,You can disassociate,Opt-out link
1577,"For more detail, please see our Social Media FAQ.",Unspecified
1578,"You will not be able to access certain areas of our websites, including NYTimes.com, if your computer does not accept cookies from us.",Browser/device privacy controls
1579,"If you elect to have a location-based search saved to your history, we will store that information on our servers. If you do not enable the location-based service, or if an app does not have that feature, the app will not transmit to us, and we will not collect or store, location information.",Browser/device privacy controls
1580,"1) If you would like more about your option not to accept advertiser cookies, please click here.",Opt-out link
1581,"If you would like to opt-out of having interest-based ad targeting, click here.",Opt-out link
1582,opt-out,Opt-out link
1583,If you would like more about your option,Unspecified
1584,If you would like more about your option,Unspecified
1585,You have choices,Unspecified
1586,"If you would like to opt-out of having interest-based ad targeting, click here.",Opt-out link
1587,"You can choose not to receive messages in the future by either (1) following the ""unsubscribe"" instructions located near the bottom of each email, or (2) you can opt-out here.",Opt-out link
1588,"You can choose not to receive messages in the future by either (1) following the ""unsubscribe"" instructions located near the bottom of each email, or (2) you can opt-out here.",Opt-out link
1589,"(1) following the ""unsubscribe"" instructions located near the bottom of each email, or",Unspecified
1590,(2) you can opt-out here.,Opt-out link
1591,"f you no longer wish to receive a specific newsletter, follow the ""unsubscribe"" instructions located near the bottom of each newsletter.",Opt-out link
1592,"follow the ""unsubscribe"" instructions located near the bottom of each newsletter.",Opt-out link
1593,"follow the ""unsubscribe"" instructions located near the bottom of each newsletter.",Unspecified
1594,"To subscribe or unsubscribe from The New York Times Events email newsletter, please visit www.nytimes.com/events.",First-party privacy controls
1595,"please visit www.nytimes.com/events. Enter your email address in the field provided, select ""unsubscribe"" and click ""submit.""",Opt-out link
1596,"please visit www.nytimes.com/events. Enter your email address in the field provided, select ""unsubscribe"" and click ""submit.""",First-party privacy controls
1597,"HOW DO I OPT-OUT- If, at any time, you prefer not to receive email marketing information from us, simply follow the unsubscribe options at the bottom of each email.",Opt-out link
1598,unsubscribe options at the bottom of each email.,Opt-out link
1599,simply follow the unsubscribe options at the bottom of each email.,Unspecified
1600,"If you experience difficulty with the unsubscribe process, feel free to contact us at feedback@nytimes.com and provide your email address along with the name of the newsletter from which you would like to unsubscribe.",Opt-out via contacting company
1601,"If you experience difficulty with the unsubscribe process, feel free to contact us at feedback@nytimes.com",Opt-out via contacting company
1602,"If, at any time, you prefer not to receive mail or telephone solicitations originated by The New York Times Home Delivery Department, or if you prefer that we do not share this information with third parties for marketing purposes, please email us at opt-out@nytimes.com or write to us at Customer Care, P.O. Box 8041, Davenport, IA 52808-8041. Please include your account number and phone number in the body of your email or letter, and put ""Opt-out"" in the subject line.",Opt-out via contacting company
1603,"If, at any time, you prefer not to receive mail or telephone solicitations originated by The New York Times Home Delivery Department, or if you prefer that we do not share this information with third parties for marketing purposes, please email us at opt-out@nytimes.com or write to us at Customer Care, P.O. Box 8041, Davenport, IA 52808-8041. Please include your account number and phone number in the body of your email or letter, and put ""Opt-out"" in the subject line.",Opt-out via contacting company
1604,"please email us at opt-out@nytimes.com or write to us at Customer Care, P.O. Box 8041, Davenport, IA 52808-8041. Please include your account number and phone number in the body of your email or letter, and put ""Opt-out"" in the subject line.",Opt-out via contacting company
1605,"please email us at opt-out@nytimes.com or write to us at Customer Care, P.O. Box 8041, Davenport, IA 52808-8041. Please include your account number and phone number in the body of your email or letter, and put ""Opt-out"" in the subject line.",Opt-out via contacting company
1606,please use this form to contact the Learning Network.,Opt-out via contacting company
1607,"opt-out of the sharing of your personal information with third parties for marketing purposes at any time by submitting a request in writing to Customer Care, P.O. Box 8041, Davenport, IA 52808-8041 or by emailing us at opt-out@nytimes.com.",Opt-out via contacting company
1608,we will provide you with an e-mail address by which you may request no future notices.,Opt-out via contacting company
1609,may request no future notices,Opt-out link
1610,e-mail address by which you may request,Other
1611,By using the Services,Dont use service/feature
1612,You can visit the Services without,Other
1613,you may choose to submit,Opt-in
1614,you may choose to submit,Opt-in
1615,you may choose to submit,Opt-in
1616,your permission,Opt-in
1617,your permission,Opt-in
1618,your permission,Opt-in
1619,your permission,Opt-in
1620,you may elect,Opt-in
1621,you may elect,Opt-in
1622,you may elect,Opt-in
1623,you are able to post information,Other
1624,you are able to post information,Other
1625,Most browsers are initially set up to accept cookies. You can reset your browser to refuse all cookies or to indicate when a cookie is being sent;,Browser/device privacy controls
1626,"if you reject cookies, you will not be able to sign in to the Services",Dont use service/feature
1627,provide a simple way to opt-out of ad targeting from participating companies.,Unspecified
1628,"Digital Advertising Alliance, which each provide a simple way to opt-out of ad targeting from participating companies.",Third-party privacy controls
1629,We offer you the opportunity to choose not to receive communications from us,Unspecified
1630,please let us know by accessing and updating your profile.,First-party privacy controls
1631,accessing and updating your profile,Opt-out link
1632,the opportunity to choose not to receive communications from us,Other
1633,if you delete certain information you may not be able to order services in the future without re-submitting such information.,Dont use service/feature
1634,"You may not opt out of these communications, which are not promotional in nature. If you do not wish to receive them, you have the option to deactivate your account.",Other
1635,refusal,Dont use service/feature
1636,"our refusal to submit personal information may limit your ability to participate in some activities, such as sweepstakes or the use of certain Online Services. However, as described above, regardless of registration we may nonetheless publish gameplay boards and multiplayer match records that contain certain information as a result of your use of the products, such as your player ID.",Dont use service/feature
1637,You can disable cookies or set your browser to alert you when cookies are being sent to your computer;,Browser/device privacy controls
1638,opt-out,Third-party privacy controls
1639,opt-out,Third-party privacy controls
1640,"Additional information about individual opt-out programs is available on the World Privacy Forum website at http://www.worldprivacyforum.org. In addition to visiting the websites of each of the vendors listed above, you may opt out of certain targeted advertising by multiple third-party advertising networks at one time if they belong to the Network Advertising Initiative or the Digital Advertising Alliance. Visit the Network Advertising Initiative's website at http://www.networkadvertising.org/managing/opt_out.asp to select the applicable networks.",Third-party privacy controls
1641,"dditional information about individual opt-out programs is available on the World Privacy Forum website at http://www.worldprivacyforum.org. In addition to visiting the websites of each of the vendors listed above, you may opt out of certain targeted advertising by multiple third-party advertising networks at one time if they belong to the Network Advertising Initiative or the Digital Advertising Alliance. Visit the Network Advertising Initiative's website at http://www.networkadvertising.org/managing/opt_out.asp to select the applicable networks.",Third-party privacy controls
1642,conditional,Dont use service/feature
1643,"personalize the collection, use and/or display of your data via that service.",Unspecified
1644,"If you are a member of an Online Service, you may use that services account and privacy settings to personalize the collection, use and/or display of your data via that service.",First-party privacy controls
1645,opt-out by,Opt-out link
1646,"In addition to the methods below, along with every communication sent to you, the Company gives you the opportunity to discontinue receiving future communications.",Opt-out via contacting company
1647,"f you do not want to receive certain communications such as newsletters or promotional offers, you may decline consent at the time your personal information is collected",Opt-out via contacting company
1648,opt-out by,Unspecified
1649,unsubscribe to Rockstar Games mailing lists,First-party privacy controls
1650,unsubscribe links at the bottom of any Rockstar Games email message.,Opt-out link
1651,If for any reason you wish to unsubscribe to Rockstar Games mailing lists please log in to manage your account or use the unsubscribe links at the bottom of any Rockstar Games email message.,Opt-out link
1652,If for any reason you wish to unsubscribe to Rockstar Games mailing lists please log in to manage your account or use the unsubscribe links at the bottom of any Rocksta,Opt-out link
1653,opt out,Opt-out link
1654,"If you do not want your gameplay information to publicly appear via the Rockstar Games Social Club, then you should visit www.rockstargames.com/socialclub/privacy/opt and follow the instructions to opt out of our gameplay information services by masking your user ID.",Opt-out link
1655,"f you do not want your gameplay information to publicly appear via the Rockstar Games Social Club, then you should visit www.rockstargames.com/socialclub/privacy/opt and follow the instructions to opt out of our gameplay information services by masking your user ID.",Opt-out link
1656,You have the option of also providing,Opt-in
1657,You have the option of also providing,Opt-in
1658,You have the option of also providing,Opt-in
1659,You have the option of also providing,Opt-in
1660,"By doing this, you are asking Facebook to send us",Dont use service/feature
1661,"By doing this, you are asking Facebook to send us",Dont use service/feature
1662,If you signed up,Opt-in
1663,click on the link at the bottom of a newsletter you have received,Opt-out link
1664,or you can manage your subscriptions from your TED.com profile.,First-party privacy controls
1665,"click on the link at the bottom of a newsletter you have received,",Opt-out link
1666,or you can manage your subscriptions from your TED.com profile.,First-party privacy controls
1667,"click on the link at the bottom of a newsletter you have received,",Opt-out link
1668,you can manage your subscriptions from your TED.com profile.,First-party privacy controls
1669,You can request that your account be deleted at any time by contacting us.,Opt-out via contacting company
1670,"Unless you request that your information be withheld,",Opt-out via contacting company
1671,Unless you request that your information be withheld,Opt-out via contacting company
1672,Unless you request that your information be withheld,Opt-out via contacting company
1673,Unless you request that your information be withheld,Opt-out via contacting company
1674,Unless you request that your information be withheld,Opt-out via contacting company
1675,"To request withholding of this information, a student shall give written notice (in person, by mail or fax) to the Registrar's Office during the first 12 class days of a Fall or Spring semester or the first four class days of a Summer session.",Opt-out via contacting company
1676,"If they are unable to provide written notice within these time frames, credit students may protect their directory information at any time during the academic year through eConnect's 'My Privacy' feature.",First-party privacy controls
1677,"A student may request that the institution withhold from the public all or any part of the student's directory information. To request withholding of this information, a student shall give written notice (in person, by mail or fax) to the Registrar's Office during the first 12 class days of a Fall or Spring semester or the first four class days of a Summer session. If they are unable to provide written notice within these time frames, credit students may protect their directory information at any time during the academic year through eConnect's 'My Privacy' feature.",Opt-out via contacting company
1678,"To request withholding of this information, a student shall give written notice (in person, by mail or fax) to the Registrar's Office during the first 12 class days of a Fall or Spring semester or the first four class days of a Summer session.",Opt-out via contacting company
1679,"To request withholding of this information, a student shall give written notice (in person, by mail or fax) to the Registrar's Office during the first 12 class days of a Fall or Spring semester or the first four class days of a Summer session.",Opt-out via contacting company
1680,"To request withholding of this information, a student shall give written notice (in person, by mail or fax) to the Registrar's Office during the first 12 class days of a Fall or Spring semester or the first four class days of a Summer session.",Opt-out via contacting company
1681," How to request that your directory information be withheld    A student may request that the institution withhold from the public all or any part of the student's directory information. To request withholding of this information, a student shall give written notice (in person, by mail or fax) to the Registrar's Office during the first 12 class days of a Fall or Spring semester or the first four class days of a Summer session. If they are unable to provide written notice within these time frames, credit students may protect their directory information at any time during the academic year through eConnect's 'My Privacy' feature. If a request to withhold information is not made, the institution shall release all directory information.  ",First-party privacy controls
1682," How to request that your directory information be withheld    A student may request that the institution withhold from the public all or any part of the student's directory information. To request withholding of this information, a student shall give written notice (in person, by mail or fax) to the Registrar's Office during the first 12 class days of a Fall or Spring semester or the first four class days of a Summer session. If they are unable to provide written notice within these time frames, credit students may protect their directory information at any time during the academic year through eConnect's 'My Privacy' feature. If a request to withhold information is not made, the institution shall release all directory information.  ",First-party privacy controls
1683,only upon written request,Opt-in
1684,only upon written request,Opt-in
1685,only upon written request,Opt-in
1686,unless,Unspecified
1687,unless,Unspecified
1688,unless,Unspecified
1689,opt-out of the tracking at https://tools.google.com/dlpage/gaoptout.,Third-party privacy controls
1690,You can review the information Google has about you in Google's Ads Settings and opt-out of the tracking at https://tools.google.com/dlpage/gaoptout.,Third-party privacy controls
1691,opt-out of the tracking at https://tools.google.com/dlpage/gaoptout.,Opt-out link
1692,unsubscribe,Opt-out link
1693,unsubscribe,Opt-out link
1694,You can unsubscribe from these e-mails at any time by going to http://register.zacks.com/unisub.php.,Opt-out link
1695,"As always, you can unsubscribe from these e-mails at any time by going to http://register.zacks.com/unisub.php.",Opt-out link
1696,opt-in,Opt-in
1697,unsubscribe from these e-mails at any time by going to http://register.zacks.com/unisub.php,Opt-out link
1698,calling us at 1-800-767-3771 ext. 9339 or emailing your request to support@zacks.com,Opt-out via contacting company
1699,"If you subscribe to the Zacks Premium subscription service, you will be included in our internal email and postal marketing lists. You will only be added to the Opt-In Marketing list if you do not uncheck the offer box included as part of registration.",Opt-in
1700,If you subscribe,Opt-in
1701,"In various registration processes on the Zacks web site, we offer you the opportunity to take free offers from third-party publishers by checking an ""opt-in"" box by each offer.",Opt-in
1702,"""opt-in"" box",Opt-in
1703,If you decide to subscribe,Opt-in
1704,your browser''s Help instructions,Browser/device privacy controls
1705,your browser''s Help instructions,Browser/device privacy controls
1706,"unsubscribe from a Zacks offer sent by another list vendor,",Unspecified
1707,"opt out from a Zacks.com Opt-In Marketing List, Zacks Investment Research Internal List, or unsubscribe from a Zacks offer sent by another list vendor,",Opt-out link
1708,"opt out from a Zacks.com Opt-In Marketing List, Zacks Investment Research Internal List, or unsubscribe from a Zacks offer sent by another list vendor,",Opt-out link
1709,"If you opt out from a Zacks.com Opt-In Marketing List,",Unspecified
1710,Opt-In,Opt-in
1711,"Zacks Investment Research Internal List,",Unspecified
1712,"Please note that while Zacks will not freely distribute the information you submit, if you click to unsubscribe from mailings sent to the Zacks.com Opt-In Marketing List from a particular marketer, we are obligated to share your email address with that marketer for the purpose of being added to their Do Not Mail list.",Opt-out link
1713,"If a child has provided us with private information without parental or guardian consent, the parent or guardian should e-mail us to remove the information and unsubscribe the child from any promotional contact opportunities.",Opt-out via contacting company
1714,the parent or guardian should e-mail us,Opt-out via contacting company
1715,the parent or guardian should e-mail us,Opt-out via contacting company
1716,the parent or guardian should e-mail us,Opt-out via contacting company
1717,the parent or guardian should e-mail us,Opt-out via contacting company
1718,"If you cannot agree to the terms and conditions set forth below, please do not use our services.",Dont use service/feature
1719,Most browsers,Browser/device privacy controls
1720,Most browsers include an option to clear existing cookies or reject new ones,Browser/device privacy controls
1721,opt out,Opt-out link
1722,"To opt out on Android and iOS, please follow these instructions.",Opt-out link
1723,most Web browsers include an option that allows you to not accept them.,Browser/device privacy controls
1724,most Web browsers include an option that allows you to not accept them.,Browser/device privacy controls
1725,You can manage and delete flash cookies by visiting http://kb2.adobe.com/cps/526/52697ee8.html.,Third-party privacy controls
1726,most Web browsers include an option that allows you to not accept them,Browser/device privacy controls
1727,most Web browsers include an option that allows you to not accept them.,Browser/device privacy controls
1728,most Web browsers include an option that allows you to not accept them.,Browser/device privacy controls
1729,You can manage and delete flash cookies by visiting http://kb2.adobe.com/cps/526/52697ee8.html.,Opt-out link
1730,Some of our contests and sweepstakes will ask you at the time of entry whether you would like to,Opt-in
1731,you should not enter the contest.,Dont use service/feature
1732,you indicated you wanted to receive promotional materials directly from a third party partner,Opt-in
1733,you must grant your consent to,Opt-in
1734,you must grant your consent to,Opt-in
1735,you must grant your consent to,Opt-in
1736,"you can cancel your subscription at any time. A list of those Paid Video Subscription Services, together with information on how to contact customer service about your account, will appear here.",First-party privacy controls
1737,"you can cancel your subscription at any time. A list of those Paid Video Subscription Services, together with information on how to contact customer service about your account, will appear here.",First-party privacy controls
