,Clause,Category
603,"Further, if you use any of the Communities features and functions made available on or through the Site, please remember that any Information disclosed in these venues is automatically made public and please use caution when disclosing any Personal Information in the Communities, as you do not know who will access and use your Personal Information or for what purposes. Latin Post is in no way responsible for the accuracy, use, or misuse of any information, including Personal Information, that you disclose or receive through these venues and you should assume that any disclosure you do make in these venues will be available publicly, even without your knowledge or authorization.",Generic
604,"Groundspeak, Inc. is dedicated to protecting your privacy.",Generic
605,They may have access to personal information needed to perform these functions but will be prohibited from using it for other purposes.,Data access limitation
606,We protect your account information through the use of a password.,Secure user authentication
607,"Groundspeak has implemented many security measures to protect against the loss, misuse, and alteration of your information.",Generic
608,"We also work to protect the security of your credit card information during transmission through the use of third party payment processors using Secure Sockets Layer (SSL) software, which encrypts the information you input.",Secure data transfer
609,We protect your account information through the use of a password. To protect the confidentiality of your information you MUST keep your password confidential and not disclose it to any other person.,Secure user authentication
610,Secure Sockets Layer (SSL),Secure data transfer
611,they are not authorized by Kraft to use or disclose the information except as necessary to perform services on Kraft's behalf or to comply with legal requirements.,Data access limitation
612,"These service providers may have access to personally-identifiable information about our website visitors if it is needed to perform their functions for Kraft, but they are not authorized by Kraft to use or disclose the information except as necessary to perform services on Kraft's behalf or to comply with legal requirements.",Data access limitation
613,"How We Protect Your Information The security of personally-identifiable information is important to us. We maintain administrative, technical and physical safeguards to protect against unauthorized use, disclosure, alteration or destruction of the personally-identifiable information we collect on this website. While we make every effort to help ensure the integrity and security of our network and systems, we cannot guarantee our security measures.",Generic
614,The security of personally-identifiable information is important to us.,Generic
615,"The security of personally-identifiable information is important to us. We maintain administrative, technical and physical safeguards to protect against unauthorized use, disclosure, alteration or destruction of the personally-identifiable information we collect on this website. While we make every effort to help ensure the integrity and security of our network and systems, we cannot guarantee our security measures.",Generic
616,OUR COMMITMENT TO PROTECTING YOUR PRIVACY Community Coffee Company respects your right to privacy and is committed to protecting it.,Generic
617,Community Coffee Company respects your right to privacy and is committed to protecting it.,Generic
618,"Once your personal information is received, we protect it against unauthorized use.",Generic
619,This server encrypts all information you input before it is sent.,Secure data transfer
620,"THE PROTECTION OF YOUR PERSONAL ACCOUNT INFORMATION When you place an order on our site, it is placed through a secure server. This server encrypts all information you input before it is sent. Once your personal information is received, we protect it against unauthorized use.",Secure data transfer
621,"When you place an order on our site, it is placed through a secure server. This server encrypts all information you input before it is sent. Once your personal information is received, we protect it against unauthorized use.",Generic
622,Any personal information that we collect will be stored in secure servers hosted in the U.S. or Canada. We will correct such information whenever possible and delete stale information on an ongoing basis and are very happy to hear from you to ensure that our information is as complete and accurate as possible.,Generic
623,we restrict their access to only that information needed to perform their functions,Data access limitation
624,"Whenever we share personal information with our agents, we restrict their access to only that information needed to perform their functions, demand that they provide a comparable level of protection for personal information, and require that they not use it for other purposes.",Data access limitation
625,"Hat World is always striving to ensure you a safe and convenient online experience. This goes beyond our technologies to include physical, contractual, and managerial safeguards to protect your personal information.",Generic
626,SSL,Secure data transfer
627,"We work to protect the security of your information during transmission by using Thawte Certified Secure Sockets Layer (SSL) software, which encrypts information you input.",Secure data transfer
628,"We work to protect the security of your information during transmission by using Thawte Certified Secure Sockets Layer (SSL) software, which encrypts information you input. We reveal only the last four digits of your credit card numbers when confirming an order. Of course, we transmit the entire credit card number to the appropriate credit card company during order processing.",Secure data transfer
629,"Security lies in your hands as well. It is important for you to protect against unauthorized access to your password and to your computer. Be sure to sign off when finished using a shared computer. In the event of unauthorized use of your credit card, you must notify your credit card provider in accordance with its reporting rules and procedures.",Other
630,"""Phishing"" is a scam where fraudsters pretend that they represent well-known companies to steal your personal information. If you receive an email claiming to be from Hat World that asks you for your personal information, do not respond. We will never request your password, user name, credit card information or other personal information through email.",Other
631,"We do not authorize those third parties to make any other use of your information unless indicated herein, and we will hold them accountable if it is discovered they use your information for any unauthorized purpose.",Other
632,"We do not review, control or monitor the practices, information or materials on any other websites, and are not responsible or liable for the communications, practices, information, content or materials from any of those sites. You are responsible for understanding and adhering to any other website's terms and conditions.",Generic
633,"For your security, we only store your credit card information if you choose to set up an authorized account with one of our Sites. In that case, it is stored on a secure computer in an encrypted format.",Secure data storage
634,"For your security, we only store your credit card information if you choose to set up an authorized account with one of our Sites. In that case, it is stored on a secure computer in an encrypted format. If you do not set up an account, you will have to enter your credit card information each time you order. We understand that this may be a little inconvenient for you, but some customers appreciate the added security.",Secure data storage
635,"In that case, it is stored on a secure computer in an encrypted format.",Generic
636,"When you do place an order, your address and credit card information is transmitted using industry standard encryption technology called secure socket layers (SSL) which ensures that it is encrypted during transmission. The integrity of our safe shopping technology is verified by Verisign, the premier secure transaction accreditation authority. You will see the Verisign logo during the checkout process to confirm that you are in 'secure mode.' Additional security assurances are given by the locked padlock icon or solid key icon at the bottom of your browser window, and the letters ""https"" (rather than ""http"") located in the URL address window at the top of your browser.",Secure data transfer
637,"When you do place an order, your address and credit card information is transmitted using industry standard encryption technology called secure socket layers (SSL) which ensures that it is encrypted during transmission.",Secure data transfer
638,"The integrity of our safe shopping technology is verified by Verisign, the premier secure transaction accreditation authority. You will see the Verisign logo during the checkout process to confirm that you are in 'secure mode.'",Privacy review/audit
639,"To prevent unauthorized access, maintain data accuracy, and ensure the correct use of information, we have put in place appropriate physical, electronic, and managerial procedures to safeguard and secure the information we collect online.",Generic
640,"We recognize that the loyalty of our customers depends upon our relationships with them and we strongly support the rights of customers to maintain privacy of personal data. Don't worry, at TGI Fridays, your personal information is safe.",Generic
641,"each of these vendors may use the information only for the purpose of administering the digital or mobile application and its services for TGI Fridays,",Data access limitation
642,will take all necessary precautions to protect the information.,Generic
643,"At TGI Fridays, your personal information is safe.",Generic
644,only authorized individuals have access to the information provided by our customers.,Data access limitation
645,"Any particularly sensitive information, such as a customer's credit card number, is encrypted prior to transmission.",Secure data transfer
646,We operate secure data networks protected by industry standard firewall and password protection systems.,Secure data storage
647,We operate secure data networks protected by industry standard firewall and password protection systems. Our security and privacy policies are periodically reviewed and enhanced as necessary,Generic
648,Our security and privacy policies are periodically reviewed and enhanced as necessary,Privacy review/audit
649,"To the extent that administration of the program requires us to grant our Service Vendors access to customer information, we insist that they implement similar controls.",Other
650,"SECURITY MediaNews uses procedures to safeguard and help prevent unauthorized access to the information collected on the MediaNews Web sites. Although such protective measures have been put in place, MediaNews cannot ensure that the information collected will never be disclosed in a manner inconsistent with this Privacy Policy.",Generic
651,"MediaNews uses procedures to safeguard and help prevent unauthorized access to the information collected on the MediaNews Web sites. Although such protective measures have been put in place, MediaNews cannot ensure that the information collected will never be disclosed in a manner inconsistent with this Privacy Policy.",Generic
652,All of the child's personal information collected by MediaNews is securely maintained,Generic
653,"Sometimes, MediaNews uses agents or contractors to provide services that support the internal operations of the site, such as helping us conduct a sweepstakes or sending prizes to winners. In these cases, MediaNews requires the agent or contractor to maintain the confidentiality, security and integrity of the information and limit use to the specific services they are performing on our behalf.",Data access limitation
654,We have adopted commercially reasonable procedures to help us secure your information but no data transmissions or storage can be guaranteed to be 100 secure,Generic
655,We have adopted commercially reasonable procedures to help us secure your information but no data transmissions or storage can be guaranteed to be 100 secure.,Generic
656,in a hash-encrypted form,Secure data storage
657,We use commercially reasonable procedures to protect the personally-identifying information that we collect.,Generic
658,"We use commercially reasonable procedures to protect the personally-identifying information that we collect. No security system is impenetrable, however. We cannot guarantee the security of our databases, nor can we guarantee that information you supply won't be intercepted while being transmitted to us over the Internet.",Generic
659,"We cannot guarantee the security of our databases, nor can we guarantee that information you supply won't be intercepted while being transmitted to us over the Internet.",Other
660,Kaleida Health is required by law to protect the privacy of health information that may reveal your identity,Other
661,"If Kaleida Health does disclose your health information to a business associate, we will have a written contract to ensure that our business associate also protects the privacy of your health information.",Generic
662,"While Kaleida Health will take reasonable steps to safeguard the privacy of your health information, certain disclosures of your health information may occur during or as an unavoidable result of our otherwise permissible uses or disclosures of your health information. For example, during the course of a treatment session, other patients in the treatment area may see, or overhear discussion of, your health information.",Other
663,"We have adopted commercially reasonable procedures to help protect your information, but please note that no data transmission or storage can be guaranteed to be 100 secure.",Generic
664,"We have adopted commercially reasonable procedures to help protect your information, but please note that no data transmission or storage can be guaranteed to be 100 secure",Generic
665,SRL does not store any of your private payment information provided by you directly to these service providers.,Other
666,"While SRL will undertake efforts to see that any third party to which SRL shares, rents, sells, or otherwise discloses personal data is under a contractual obligation to use the personal data solely for the purposes for which the data was disclosed, such third parties are independent third parties over which SRL exercises no control, and SRL is not responsible for their conduct, actions, omissions, or information handling or dissemination practices and SRL will not be liable therefor.",Privacy review/audit
667,"SRL will undertake efforts to see that any third party to which SRL shares, rents, sells, or otherwise discloses personal data is under a contractual obligation to use the personal data solely for the purposes for which the data was disclosed",Generic
668,"This Site may contain links to other World Wide Web sites or advertisements for or placed by third parties. SRL is not responsible for the privacy practices of such Web sites, advertisers, or third parties, or for the content of such sites or advertisements. It is possible that these links or advertisements, themselves, may be used by third parties or others to collect personal or other information about Site visitors. It is solely the visitor's obligation to review and understand the privacy practices and policies of these other Web sites and of these advertisers and third parties.",Other
669,"SRL has implemented numerous security features to prevent the unauthorized release of or access to personal information. For example, SRL: undertakes all efforts to maintain a secure server;",Generic
670,does not store any user credit card information; and requires employees and service providers who work for or with SRL to sign confidentiality and security contracts restricting their use of any data related to user information.,Data access limitation
671,"For example, SRL: undertakes all efforts to maintain a secure server;",Generic
672,does not store any user credit card information; and requires employees and service providers who work for or with SRL to sign confidentiality and security contracts restricting their use of any data related to user information.,Data access limitation
673,"For example, SRL: undertakes all efforts to maintain a secure server;",Generic
674,requires employees and service providers who work for or with SRL to sign confidentiality and security contracts restricting their use of any data related to user information.,Other
675,does not store any user credit card information,Other
676,requires employees and service providers who work for or with SRL to sign confidentiality and security contracts restricting their use of any data related to user information,Data access limitation
677,We respect your right to privacy and will protect it.,Generic
678,Any information you provide is strictly confidential and solely for our company use.,Data access limitation
679,No information will be sold to any other companies or organizations.,Other
680,Any data that we store about you is kept behind a secure firewall in our database and is not accessible to the public in any way.,Secure data storage
681,All the payment information we collect is done so under SSL,Secure data transfer
682,done so under SSL,Secure data transfer
683,All the payment information we collect is done so under SSL - a standard internet security measure.,Secure data transfer
684,We protect your privacy while you visit us online,Generic
685,which agrees not to sell or use personal information for other purposes;,Data access limitation
686,"The National Archives employees and authorized NATF contractors who handle credit card information must ensure that it is treated as cash and secured accordingly. Any National Archives official, employee, or contractor who willfully discloses such protected information may be subject to the sanctions included in the Privacy Act (5 U.S.C. 552a).",Generic
687,"The National Archives makes every effort to limit the number of people who have access to this personal information. The National Archives employees and authorized NATF contractors who handle credit card information must ensure that it is treated as cash and secured accordingly. Any National Archives official, employee, or contractor who willfully discloses such protected information may be subject to the sanctions included in the Privacy Act (5 U.S.C. 552a).",Data access limitation
688,he personal information you provide when you place an order with us may be used only to fulfill your order or to facilitate the preparation of internal statistical reports.,Data access limitation
689,The personal information you provide when you place an order with us may be used only to fulfill your order or to facilitate the preparation of internal statistical reports. The National Archives makes every effort to limit the number of people who have access to this personal information.,Data access limitation
690,"E-mail Information Please do not send us sensitive information, such as your credit card or social security numbers, via e-mail. It is possible that during transmission of your e-mail this information may be intercepted by a third party. We cannot guarantee its safety while in transit.",Other
691,The information is secured as outlined in NARA's internal management policy on the handling of personally identifiable information.,Privacy/Security program
692,Access to this information is restricted to NARA employees who manage NARA's presence on third party sites or who need access to the information to carry out their official duties.,Data access limitation
693,The removed information will be retained and disposed of in accordance with the applicable records schedule. Access to this information is restricted to NARA employees who manage NARA's presence on third party sites or who need access to the information to carry out their official duties.,Data access limitation
694,"When a visitor shares PII, such as a Social Security number, we will, to the extent of our ability, remove the PII from the third party website in accordance with our comment and posting policies. The removed information will be retained and disposed of in accordance with the applicable records schedule.",Privacy/Security program
695,"In addition, the National Archives in conjunction with the Foundation for the National Archives has a number of educational websites hosted by third parties, including Digital Vaults and Docs Teach. These sites have their own privacy policies and allow visitors to log in, create profiles, and save information in those profiles. This information is only accessible by National Archives employees and contractors who manage these sites",Data access limitation
696,This information is only accessible by National Archives employees and contractors who manage these sites.,Data access limitation
697,"The National Archives is not responsible for the legality or accuracy of information on externally linked sites, or for any costs incurred while using externally linked sites.",Other
698,NARA reserves the right to review links and add or remove links at any time for any reason consistent with Federal policy or NARA guidance.,Privacy review/audit
699,"Please note that because we cannot guarantee the status of specific items, you use materials found in our holdings at your own risk.",Other
700,"Please use the information on this website based on your evaluation and analysis of any risks. It is your responsibility to ensure that the information you use (including software, images, audio files, artwork, and documents) are free of any violations of intellectual property rights. For further discussion on this topic, please read our "" copyright, restrictions, and permissions "" notice.",Other
701,"Virus Protection We use virus protection software on our computer systems and regularly update the software. This is a computer security measure that, in addition to maintaining our computer systems, also ensures that all files that we develop and/or post on our web servers are virus-free. When you request a file for download from our site, it is possible, though unlikely, that the data may contract a virus and become corrupted before it reaches your computer.",Other
702,"Virus Protection We use virus protection software on our computer systems and regularly update the software. This is a computer security measure that, in addition to maintaining our computer systems, also ensures that all files that we develop and/or post on our web servers are virus-free. When you request a file for download from our site, it is possible, though unlikely, that the data may contract a virus and become corrupted before it reaches your computer. The National Archives and Records Administration is not responsible for files that may become corrupted as the data travels the Internet.",Other
703,"We use virus protection software on our computer systems and regularly update the software. This is a computer security measure that, in addition to maintaining our computer systems, also ensures that all files that we develop and/or post on our web servers are virus-free.",Privacy/Security program
704,"For site security purposes and to ensure that this service remains available to all users, this Government computer system employs software programs to monitor network traffic to identify unauthorized attempts to upload or change information, or otherwise cause damage. Anyone using this system expressly consents to such monitoring and is advised that if such monitoring reveals evidence of possible abuse or criminal activity, such evidence may be provided to appropriate law enforcement officials. Unauthorized attempts to upload or change information on this server are strictly prohibited and may be punishable by law, including the Computer Fraud and Abuse Act of 1986 and the National Information Infrastructure Protection Act of 1996.",Other
705,"Security For site security purposes and to ensure that this service remains available to all users, this Government computer system employs software programs to monitor network traffic to identify unauthorized attempts to upload or change information, or otherwise cause damage. Anyone using this system expressly consents to such monitoring and is advised that if such monitoring reveals evidence of possible abuse or criminal activity, such evidence may be provided to appropriate law enforcement officials. Unauthorized attempts to upload or change information on this server are strictly prohibited and may be punishable by law, including the Computer Fraud and Abuse Act of 1986 and the National Information Infrastructure Protection Act of 1996.",Privacy/Security program
706,"For site security purposes and to ensure that this service remains available to all users, this Government computer system employs software programs to monitor network traffic to identify unauthorized attempts to upload or change information, or otherwise cause damage.",Privacy/Security program
707,"At JibJab, we respect your right to privacy and we understand that you need to control the uses of your personal information.",Generic
708,JibJab has no control over what information is collected by third-party advertisers or how they may use the information.,Other
709,"Your communications and interactions with such third parties are solely between you and them, and are at your own risk.",Other
710,"We require that a third-party service provider limit its use of your information solely to providing services to us and that it maintain the confidentiality, security and integrity of your information and not make unauthorized use or disclosure of the information.",Data access limitation
711,Please be aware that whenever you voluntarily post information on the JibJab Site(s) that that information can be accessed by the public,Other
712,"JibJab user accounts are secured by user-created passwords and, in some cases, third-party sign-on services (e.g., Facebook Connect)",Secure user authentication
713,JibJab takes precautions to ensure that user account information is kept private.,Generic
714,We use commercially reasonable measures to protect user information that is stored within our database,Secure data storage
715,"we restrict access to user information to those employees who need access to perform their job functions, such as our customer service personnel and technical staff.",Data access limitation
716,user-created passwords,Secure user authentication
717,estrict access to user information to those employees who need access to perform their job functions,Data access limitation
718,commercially reasonable measures,Generic
719,"secured by user-created passwords and, in some cases, third-party sign-on services",Other
720,"restrict access to user information to those employees who need access to perform their job functions,",Data access limitation
721,"We urge you to keep your username, password, and other account access information in a safe place and not to divulge it to anyone. Also, remember to sign off your account and close your browser window when you have finished your visit to a JibJab Site. This is to ensure that others cannot access your account, especially if you are sharing a computer with someone else or are using a computer in a public place such as a library or an internet cafe.",Secure user authentication
722,"username, password, and other account access information in a safe place and not to divulge it to anyone",Secure user authentication
723,"To prevent unauthorized access, maintain data accuracy, and ensure the appropriate use of the personally identifiable information we collect, we have implemented physical, electronic, and administrative procedures. These measures are based on commercially reasonable standards that similar companies use.",Generic
724,"NO DATA TRANSMITTED OVER THE INTERNET, HOWEVER, CAN BE GUARANTEED TO BE 100% SECURE AT ALL TIMES. Although we have implemented security measures to protect your personally identifiable information, we cannot and do not guarantee the security of such information.",Generic
725,"Our work in this respect is compliant with the Digital Advertising Alliance's Principles for the Self-Regulation of Online Behavioral Advertising. To learn more, visit www.aboutads.info/choices.",Privacy/Security program
726,"Users can manage the use of Flash technologies with the Flash management tools available at Adobe's website, see http://www.macromedia.com/support/documentation/en/flashplayer/help/settings_manager.html",Other
727,"In addition, FSD is not responsible for the privacy or data security practices of other organizations, such as Facebook, Tumblr, Twitter, Apple, Google, Microsoft or any other app developer, app provider, social media platform provider, operating system provider, wireless service provider, or device manufacturer, including in connection with any information you disclose to other organizations through or in connection with the FSD Services.",Other
728,"FSD uses commercially reasonable administrative, technical, personnel and physical measures to safeguard information in its possession against loss, theft and unauthorized use, disclosure or modification. However, no one can guarantee the complete safety of your information.",Generic
729,"We ask that you not send us, and you not disclose, any sensitive personal information (e.g., social security numbers, information related to racial or ethnic origin, political opinions, religion or other beliefs, health, criminal background or trade union membership) on or through the FSD Services or otherwise.",Other
730,"The Minnesota Vikings has been awarded TRUSTe's Privacy Seal signifying that this privacy policy and practices have been reviewed by TRUSTe for compliance with TRUSTe's program requirements including transparency, accountability and choice regarding the collection and use of your personal information. The TRUSTe program covers information collected through this Web site, www.vikings.com and www.minnesotavikings.com and does not cover information that may be collected through our mobile applications. TRUSTe's mission, as an independent third party, is to accelerate online trust among consumers and organizations globally through its leading privacy trustmark and innovative trust solutions.",Privacy review/audit
731,"The Minnesota Vikings has been awarded TRUSTe's Privacy Seal signifying that this privacy policy and practices have been reviewed by TRUSTe for compliance with TRUSTe's program requirements including transparency, accountability and choice regarding the collection and use of your personal information. The TRUSTe program covers information collected through this Web site, www.vikings.com and www.minnesotavikings.com and does not cover information that may be collected through our mobile applications. TRUSTe's mission, as an independent third party, is to accelerate online trust among consumers and organizations globally through its leading privacy trustmark and innovative trust solutions. If you have questions or complaints regarding our privacy policy or practices, please contact us here. If you are not satisfied with our response you can contact TRUSTe here.",Privacy/Security program
732,"For your protection, such information is collected and stored through encrypted means.",Secure data transfer
733,"For your protection, such information is collected and stored through encrypted means",Secure data storage
734,stored through encrypted means,Secure data storage
735,collected,Secure data transfer
736,"They may have access to personally identifiable information needed to perform their functions, but may not use it for their own purposes, like sending you marketing offers about their products.",Other
737,"They may have access to personally identifiable information needed to perform their functions, but may not use it for their own purposes, like sending you marketing offers about their products.",Data access limitation
738,Here are three urls of third parties that display the team site's branding/frame. Any information provided is directly collected by the third party even though the pages have the look at feel of the team site. The respective third parties' privacy policy shall apply to these areas. https://www.vikingsnewsletter.com/Register.jsp http://vikingmerchandise.com/vikings/customer/home.php https://oss.ticketmaster.com/html/home.htmI?team=vikingsl=ENSTAGE=1,Other
739,Your personally identifiable information is transferred to our computers utilizing encryption software.,Secure data transfer
740,Only those employees who need access to your information in order to do their jobs are allowed access.,Data access limitation
741,"This Website incorporates reasonable safeguards to protect the security, integrity, completeness, accuracy and privacy of the personal information that we may collect and we have put into place reasonable precautions to protect such information from loss, misuse and alteration.",Generic
742,Our security policies are reviewed periodically and revised as required.,Privacy review/audit
743,Our security policies are reviewed periodically and revised as required.,Privacy review/audit
744,usually bound by confidentiality requirements,Generic
745,"access to personally identifiable information is authorized only for those who have a business need for such access,",Data access limitation
746,"Although we work hard to protect personal information that we collect and store, no program is one hundred percent secure and we cannot guarantee that our safeguards will prevent every unauthorized attempt to access, use or disclose personal information.",Generic
747,"Under our security practices and policies, access to personally identifiable information is authorized only for those who have a business need for such access, and sensitive records are to be retained only as long as necessary for business or legal needs and destroyed before disposal.",Data access limitation
748,"Kinja has technical, administrative and physical safeguards in place to help protect against unauthorized access to, use or disclosure of user information we maintain.",Generic
749,"Under our security practices and policies, access to personally identifiable information is authorized only for those who have a business need for such access,",Data access limitation
750,"If you become aware of a security issue, please email us at legal [at] gawker [dot] com. We will work with you to address any problems.",Generic
751,Data in transit outside of Public Citizen's secure network is encrypted.,Secure data transfer
752,Public Citizen is fully compliant with PCI-DSS (Payment Card Industry Data Security Standard) and does not maintain credit card information on any of our servers,Other
753,"Public Citizen's network is protected at the perimeter by firewalls that include intrusion detection and prevention capabilities, and all servers and workstations have centrally managed antivirus software.",Generic
754,Servers and workstations are patched regularly and monitored for signs of suspicious activity.,Privacy review/audit
755,Access to Public Citizen's network is restricted to Public Citizen-owned devices.,Data access limitation
756,and does not maintain credit card information on any of our servers,Other
757,"protected at the perimeter by firewalls that include intrusion detection and prevention capabilities, and all servers and workstations have centrally managed antivirus software. Servers and workstations are patched regularly and monitored for signs of suspicious activity. Access to Public Citizen's network is restricted to Public Citizen-owned devices.",Secure data storage
758,fully compliant with PCI-DSS (Payment Card Industry Data Security Standard) and does not maintain credit card information on any of our servers,Other
759,Servers and workstations are patched regularly and monitored for signs of suspicious activity,Privacy review/audit
760,Access to Public Citizen's network is restricted,Data access limitation
761,TRUSTe : The New York Times has received TRUSTe's Privacy Seal signifying that this privacy statement and our practices have been reviewed for compliance with the TRUSTe program viewable on the validation page available by clicking the TRUSTe seal,Privacy/Security program
762,"We provide these companies only with the information they need to perform their services. These service providers are restricted from using personal information in any way other than to provide services for The New York Times, and they may not share, resell or use the data for their own direct marketing purposes.",Data access limitation
763,"IS MY INFORMATION PROTECTED- To prevent unauthorized access, maintain data accuracy and ensure the appropriate use of information, we have put in place commercially reasonable physical, technical and administrative controls to protect the information. Please note that no method of transmission over the Internet, or method of electronic storage, is 100% secure.",Generic
764,"To prevent unauthorized access, maintain data accuracy and ensure the appropriate use of information, we have put in place commercially reasonable physical, technical and administrative controls to protect the information. Please note that no method of transmission over the Internet, or method of electronic storage, is 100% secure.",Generic
765,"To prevent unauthorized access, maintain data accuracy and ensure the appropriate use of information, we have put in place commercially reasonable physical, technical and administrative controls to protect the information. Please note that no method of transmission over the Internet, or method of electronic storage, is 100% secure.",Generic
766,restricted database servers,Secure data storage
767,All information described above is stored on restricted database servers,Generic
768,stored on restricted database servers,Secure data storage
769,"Your privacy is important to us and we have prepared this Privacy Policy to explain to you how we collect, use, and share information we obtain through your use of the Internet sites, applications and services ('services"") that are operated by, controlled by or are affiliate with Vox Media, Inc., including without limitation SB Nation, The Verge, Polygon, Curbed, Eater, Racked, and Vox.com (collectively, ""we,"" ""us"" or ""our"").",Generic
770,require that they maintain the confidentiality of such User Information,Generic
771,"We have implemented reasonable measures to help protect your User Information from loss, misuse, or unauthorized access or disclosure.",Generic
772,"We have implemented reasonable measures to help protect your User Information from loss, misuse, or unauthorized access or disclosure",Generic
773,We have implemented reasonable measures,Generic
774,TRUSTe's,Privacy review/audit
775,"In connection with specific websites, the Company has been awarded TRUSTe's Privacy Seal signifying that this Privacy Policy and practices have been reviewed by TRUSTe for compliance with TRUSTe's program requirements including transparency, accountability, and choice regarding the collection and use of your personal information. TRUSTe's mission, as an independent third party, is to accelerate online trust among consumers and organizations globally through its leading privacy trustmark and innovative trust solutions. If you have questions or complaints regarding our Privacy Policy or practices, please contact us at privacypolicy@take2games.com. If you are not satisfied with our response you can contact TRUSTe at www.truste.com/watchdog equest. THE TRUSTe PROGRAM COVERS SPECIFIC WEBSITES; IT DOES NOT COVER INFORMATION THAT MAY BE COLLECTED THROUGH SOFTWARE.",Privacy/Security program
776,TRUSTe,Privacy/Security program
777,"In addition, this Privacy Policy does not apply to websites or services maintained by other companies or organizations (such as those who promote the Company's products and services or sell related items) and the Company cannot and does not guarantee the security of any personal information disclosed to those third parties",Generic
778,ompany cannot and does not guarantee the security of any personal information disclosed to those third parties,Generic
779,y the Company is stored in secure operating environments that are not available to the public,Data access limitation
780,s SSL encryptio,Secure data transfer
781,"However, no system can be 100% secure and human errors occur, so there is the possibility that there could be unauthorized access to your information. By using our services, you assume this risk.",Generic
782,the Company maintains information collected online behind a firewall-protected server and uses SSL encryption for purchases made through our online store.,Secure data transfer
783,"Personal information collected by the Company is stored in secure operating environments that are not available to the public (e.g., locked rooms).",Secure data storage
784,"o protect your personal information, the Company follows generally accepted industry standards and maintains reasonable safeguards to attempt to ensure the security, integrity, and privacy of the information you have provided. The Company has security measures in place designed to protect against the loss, misuse, and alteration of the information under our control.",Generic
785,SSL encryption for purchases made through our online store,Secure data transfer
786,"To protect your personal information, the Company follows generally accepted industry standards and maintains reasonable safeguards to attempt to ensure the security, integrity, and privacy of the information you have provided.",Generic
787,"we take your privacy very seriously, and make every effort to safeguard your personal data.",Generic
788,This information will only be shared with third parties who perform tasks required to complete the purchase transaction.,Data access limitation
789,These third parties have access to your information only to perform these tasks on our behalf.,Data access limitation
790,"To prevent unauthorized access, maintain data accuracy and ensure the appropriate use of information, we have put in place commercially reasonable physical, technical and administrative controls to protect your information.",Generic
791,"To prevent unauthorized access, maintain data accuracy and ensure the appropriate use of information, we have put in place commercially reasonable physical, technical and administrative controls to protect your information. Please note that no method of transmission over the internet is 100% secure.",Generic
792,"we have put in place commercially reasonable physical, technical and administrative controls to protect your information.",Generic
793,Protect your privacy,Generic
794,DCCCD is a public higher education institution and therefore bound by the Texas Public Information Act and the Family Education Rights and Privacy Act (FERPA). Continue reading for more detailed information about DCCCD's Privacy and Security Commitment.,Privacy review/audit
795,"Family Education Rights and Privacy Act of 1974 (FERPA) FERPA protects educational records of a student from public disclosure without written permission of the student. Although many exceptions to the Act exist, the exceptions are very limited. The Department of Education enforces this Act.",Other
796,a secure web interface that requires you to enter your student identification number and a passwor,Secure user authentication
797,"DCCCD has carefully implemented the information technology industry's best practices in security measures to ensure that: 1) the information you entrust to us is not intercepted or abused; and 2) to protect against the loss, misuse and alteration of the information under our control.",Generic
798,the information you entrust to us is not intercepted or abused,Secure data transfer
799,"to protect against the loss, misuse and alteration of the information under our control.",Secure data storage
800,Secure Socket Layers (SSL),Secure data transfer
801,"Industry standard technologies like Secure Socket Layers (SSL) are used to protect your credit card information, email address, social security number and other information so it cannot be read as it travels on the Internet. Verisign, the leading provider of digital trust services, provides secure payment processing for your online transactions with DCCCD's eConnect. For Verisign's security information please visit their website at http://www.verisign.com/truste.",Secure data transfer
802,"Verisign, the leading provider of digital trust services, provides secure payment processing for your online transactions with DCCCD's eConnect.",Privacy/Security program
803,"Zacks Investment Research controls the process through an agreement with an e-mail service provider, which handles the distribution of e-mails from Zacks Investment Research and its business partners. We keep tight control over our marketing list at all times. We only give outside marketers the right to send you an e-mail through our e-mail service provider. Additionally, Zacks Investment Research is selective about which companies we permit to send you an offer. Zacks will use names for Market Research",Privacy/Security program
