,Clause,Data access limitation,Generic,Privacy/Security program,Other,Unspecified,Secure data transfer,Secure user authentication,Privacy review/audit,Secure data storage,Privacy training
598,"""Phishing"" is a scam where fraudsters pretend that they represent well-known companies to steal your personal information. If you receive an email claiming to be from Hat World that asks you for your personal information, do not respond. We will never request your password, user name, credit card information or other personal information through email.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
599,"We do not authorize those third parties to make any other use of your information unless indicated herein, and we will hold them accountable if it is discovered they use your information for any unauthorized purpose.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
600,"We do not review, control or monitor the practices, information or materials on any other websites, and are not responsible or liable for the communications, practices, information, content or materials from any of those sites. You are responsible for understanding and adhering to any other website's terms and conditions.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,"For your security, we only store your credit card information if you choose to set up an authorized account with one of our Sites. In that case, it is stored on a secure computer in an encrypted format.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
602,"For your security, we only store your credit card information if you choose to set up an authorized account with one of our Sites. In that case, it is stored on a secure computer in an encrypted format. If you do not set up an account, you will have to enter your credit card information each time you order. We understand that this may be a little inconvenient for you, but some customers appreciate the added security.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
603,"In that case, it is stored on a secure computer in an encrypted format.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,"When you do place an order, your address and credit card information is transmitted using industry standard encryption technology called secure socket layers (SSL) which ensures that it is encrypted during transmission. The integrity of our safe shopping technology is verified by Verisign, the premier secure transaction accreditation authority. You will see the Verisign logo during the checkout process to confirm that you are in 'secure mode.' Additional security assurances are given by the locked padlock icon or solid key icon at the bottom of your browser window, and the letters ""https"" (rather than ""http"") located in the URL address window at the top of your browser.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
605,"When you do place an order, your address and credit card information is transmitted using industry standard encryption technology called secure socket layers (SSL) which ensures that it is encrypted during transmission.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
606,"The integrity of our safe shopping technology is verified by Verisign, the premier secure transaction accreditation authority. You will see the Verisign logo during the checkout process to confirm that you are in 'secure mode.'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
607,"To prevent unauthorized access, maintain data accuracy, and ensure the correct use of information, we have put in place appropriate physical, electronic, and managerial procedures to safeguard and secure the information we collect online.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,"We recognize that the loyalty of our customers depends upon our relationships with them and we strongly support the rights of customers to maintain privacy of personal data. Don't worry, at TGI Fridays, your personal information is safe.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,"each of these vendors may use the information only for the purpose of administering the digital or mobile application and its services for TGI Fridays,",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,will take all necessary precautions to protect the information.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,"At TGI Fridays, your personal information is safe.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,only authorized individuals have access to the information provided by our customers.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,"Any particularly sensitive information, such as a customer's credit card number, is encrypted prior to transmission.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
614,We operate secure data networks protected by industry standard firewall and password protection systems.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
615,We operate secure data networks protected by industry standard firewall and password protection systems. Our security and privacy policies are periodically reviewed and enhanced as necessary,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,Our security and privacy policies are periodically reviewed and enhanced as necessary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
617,"To the extent that administration of the program requires us to grant our Service Vendors access to customer information, we insist that they implement similar controls.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
618,"SECURITY MediaNews uses procedures to safeguard and help prevent unauthorized access to the information collected on the MediaNews Web sites. Although such protective measures have been put in place, MediaNews cannot ensure that the information collected will never be disclosed in a manner inconsistent with this Privacy Policy.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
619,All of the child's personal information collected by MediaNews is securely maintained,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,"Sometimes, MediaNews uses agents or contractors to provide services that support the internal operations of the site, such as helping us conduct a sweepstakes or sending prizes to winners. In these cases, MediaNews requires the agent or contractor to maintain the confidentiality, security and integrity of the information and limit use to the specific services they are performing on our behalf.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,We have adopted commercially reasonable procedures to help us secure your information but no data transmissions or storage can be guaranteed to be 100 secure,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,We have adopted commercially reasonable procedures to help us secure your information but no data transmissions or storage can be guaranteed to be 100 secure.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,in a hash-encrypted form,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
624,We use commercially reasonable procedures to protect the personally-identifying information that we collect.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,"We use commercially reasonable procedures to protect the personally-identifying information that we collect. No security system is impenetrable, however. We cannot guarantee the security of our databases, nor can we guarantee that information you supply won't be intercepted while being transmitted to us over the Internet.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,"We cannot guarantee the security of our databases, nor can we guarantee that information you supply won't be intercepted while being transmitted to us over the Internet.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
627,Kaleida Health is required by law to protect the privacy of health information that may reveal your identity,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
628,"If Kaleida Health does disclose your health information to a business associate, we will have a written contract to ensure that our business associate also protects the privacy of your health information.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,"While Kaleida Health will take reasonable steps to safeguard the privacy of your health information, certain disclosures of your health information may occur during or as an unavoidable result of our otherwise permissible uses or disclosures of your health information. For example, during the course of a treatment session, other patients in the treatment area may see, or overhear discussion of, your health information.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
630,"We have adopted commercially reasonable procedures to help protect your information, but please note that no data transmission or storage can be guaranteed to be 100 secure.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,"We have adopted commercially reasonable procedures to help protect your information, but please note that no data transmission or storage can be guaranteed to be 100 secure",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,SRL does not store any of your private payment information provided by you directly to these service providers.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
633,"While SRL will undertake efforts to see that any third party to which SRL shares, rents, sells, or otherwise discloses personal data is under a contractual obligation to use the personal data solely for the purposes for which the data was disclosed, such third parties are independent third parties over which SRL exercises no control, and SRL is not responsible for their conduct, actions, omissions, or information handling or dissemination practices and SRL will not be liable therefor.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
634,"SRL will undertake efforts to see that any third party to which SRL shares, rents, sells, or otherwise discloses personal data is under a contractual obligation to use the personal data solely for the purposes for which the data was disclosed",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,"This Site may contain links to other World Wide Web sites or advertisements for or placed by third parties. SRL is not responsible for the privacy practices of such Web sites, advertisers, or third parties, or for the content of such sites or advertisements. It is possible that these links or advertisements, themselves, may be used by third parties or others to collect personal or other information about Site visitors. It is solely the visitor's obligation to review and understand the privacy practices and policies of these other Web sites and of these advertisers and third parties.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
636,"SRL has implemented numerous security features to prevent the unauthorized release of or access to personal information. For example, SRL: undertakes all efforts to maintain a secure server;",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,does not store any user credit card information; and requires employees and service providers who work for or with SRL to sign confidentiality and security contracts restricting their use of any data related to user information.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
638,"For example, SRL: undertakes all efforts to maintain a secure server;",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,requires employees and service providers who work for or with SRL to sign confidentiality and security contracts restricting their use of any data related to user information.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
640,does not store any user credit card information,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
641,requires employees and service providers who work for or with SRL to sign confidentiality and security contracts restricting their use of any data related to user information,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,We respect your right to privacy and will protect it.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,Any information you provide is strictly confidential and solely for our company use.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,No information will be sold to any other companies or organizations.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
645,Any data that we store about you is kept behind a secure firewall in our database and is not accessible to the public in any way.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
646,All the payment information we collect is done so under SSL,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
647,done so under SSL,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
648,All the payment information we collect is done so under SSL - a standard internet security measure.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
649,We protect your privacy while you visit us online,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,which agrees not to sell or use personal information for other purposes;,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651,"The National Archives employees and authorized NATF contractors who handle credit card information must ensure that it is treated as cash and secured accordingly. Any National Archives official, employee, or contractor who willfully discloses such protected information may be subject to the sanctions included in the Privacy Act (5 U.S.C. 552a).",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,"The National Archives makes every effort to limit the number of people who have access to this personal information. The National Archives employees and authorized NATF contractors who handle credit card information must ensure that it is treated as cash and secured accordingly. Any National Archives official, employee, or contractor who willfully discloses such protected information may be subject to the sanctions included in the Privacy Act (5 U.S.C. 552a).",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
653,he personal information you provide when you place an order with us may be used only to fulfill your order or to facilitate the preparation of internal statistical reports.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654,The personal information you provide when you place an order with us may be used only to fulfill your order or to facilitate the preparation of internal statistical reports. The National Archives makes every effort to limit the number of people who have access to this personal information.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,"E-mail Information Please do not send us sensitive information, such as your credit card or social security numbers, via e-mail. It is possible that during transmission of your e-mail this information may be intercepted by a third party. We cannot guarantee its safety while in transit.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
656,The information is secured as outlined in NARA's internal management policy on the handling of personally identifiable information.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,Access to this information is restricted to NARA employees who manage NARA's presence on third party sites or who need access to the information to carry out their official duties.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658,The removed information will be retained and disposed of in accordance with the applicable records schedule. Access to this information is restricted to NARA employees who manage NARA's presence on third party sites or who need access to the information to carry out their official duties.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,"When a visitor shares PII, such as a Social Security number, we will, to the extent of our ability, remove the PII from the third party website in accordance with our comment and posting policies. The removed information will be retained and disposed of in accordance with the applicable records schedule.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,"In addition, the National Archives in conjunction with the Foundation for the National Archives has a number of educational websites hosted by third parties, including Digital Vaults and Docs Teach. These sites have their own privacy policies and allow visitors to log in, create profiles, and save information in those profiles. This information is only accessible by National Archives employees and contractors who manage these sites",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,This information is only accessible by National Archives employees and contractors who manage these sites.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,"The National Archives is not responsible for the legality or accuracy of information on externally linked sites, or for any costs incurred while using externally linked sites.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
663,NARA reserves the right to review links and add or remove links at any time for any reason consistent with Federal policy or NARA guidance.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
664,"Please note that because we cannot guarantee the status of specific items, you use materials found in our holdings at your own risk.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
665,"Please use the information on this website based on your evaluation and analysis of any risks. It is your responsibility to ensure that the information you use (including software, images, audio files, artwork, and documents) are free of any violations of intellectual property rights. For further discussion on this topic, please read our "" copyright, restrictions, and permissions "" notice.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
666,"Virus Protection We use virus protection software on our computer systems and regularly update the software. This is a computer security measure that, in addition to maintaining our computer systems, also ensures that all files that we develop and/or post on our web servers are virus-free. When you request a file for download from our site, it is possible, though unlikely, that the data may contract a virus and become corrupted before it reaches your computer.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
667,"Virus Protection We use virus protection software on our computer systems and regularly update the software. This is a computer security measure that, in addition to maintaining our computer systems, also ensures that all files that we develop and/or post on our web servers are virus-free. When you request a file for download from our site, it is possible, though unlikely, that the data may contract a virus and become corrupted before it reaches your computer. The National Archives and Records Administration is not responsible for files that may become corrupted as the data travels the Internet.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
668,"We use virus protection software on our computer systems and regularly update the software. This is a computer security measure that, in addition to maintaining our computer systems, also ensures that all files that we develop and/or post on our web servers are virus-free.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669,"For site security purposes and to ensure that this service remains available to all users, this Government computer system employs software programs to monitor network traffic to identify unauthorized attempts to upload or change information, or otherwise cause damage. Anyone using this system expressly consents to such monitoring and is advised that if such monitoring reveals evidence of possible abuse or criminal activity, such evidence may be provided to appropriate law enforcement officials. Unauthorized attempts to upload or change information on this server are strictly prohibited and may be punishable by law, including the Computer Fraud and Abuse Act of 1986 and the National Information Infrastructure Protection Act of 1996.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
670,"Security For site security purposes and to ensure that this service remains available to all users, this Government computer system employs software programs to monitor network traffic to identify unauthorized attempts to upload or change information, or otherwise cause damage. Anyone using this system expressly consents to such monitoring and is advised that if such monitoring reveals evidence of possible abuse or criminal activity, such evidence may be provided to appropriate law enforcement officials. Unauthorized attempts to upload or change information on this server are strictly prohibited and may be punishable by law, including the Computer Fraud and Abuse Act of 1986 and the National Information Infrastructure Protection Act of 1996.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
671,"For site security purposes and to ensure that this service remains available to all users, this Government computer system employs software programs to monitor network traffic to identify unauthorized attempts to upload or change information, or otherwise cause damage.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672,"At JibJab, we respect your right to privacy and we understand that you need to control the uses of your personal information.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,JibJab has no control over what information is collected by third-party advertisers or how they may use the information.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
674,"Your communications and interactions with such third parties are solely between you and them, and are at your own risk.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
675,"We require that a third-party service provider limit its use of your information solely to providing services to us and that it maintain the confidentiality, security and integrity of your information and not make unauthorized use or disclosure of the information.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676,Please be aware that whenever you voluntarily post information on the JibJab Site(s) that that information can be accessed by the public,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
677,"JibJab user accounts are secured by user-created passwords and, in some cases, third-party sign-on services (e.g., Facebook Connect)",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
678,JibJab takes precautions to ensure that user account information is kept private.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,We use commercially reasonable measures to protect user information that is stored within our database,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
680,"we restrict access to user information to those employees who need access to perform their job functions, such as our customer service personnel and technical staff.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
681,user-created passwords,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
682,estrict access to user information to those employees who need access to perform their job functions,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,commercially reasonable measures,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684,"secured by user-created passwords and, in some cases, third-party sign-on services",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
685,"restrict access to user information to those employees who need access to perform their job functions,",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686,"We urge you to keep your username, password, and other account access information in a safe place and not to divulge it to anyone. Also, remember to sign off your account and close your browser window when you have finished your visit to a JibJab Site. This is to ensure that others cannot access your account, especially if you are sharing a computer with someone else or are using a computer in a public place such as a library or an internet cafe.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
687,"username, password, and other account access information in a safe place and not to divulge it to anyone",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
688,"To prevent unauthorized access, maintain data accuracy, and ensure the appropriate use of the personally identifiable information we collect, we have implemented physical, electronic, and administrative procedures. These measures are based on commercially reasonable standards that similar companies use.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689,"NO DATA TRANSMITTED OVER THE INTERNET, HOWEVER, CAN BE GUARANTEED TO BE 100% SECURE AT ALL TIMES. Although we have implemented security measures to protect your personally identifiable information, we cannot and do not guarantee the security of such information.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
690,"Our work in this respect is compliant with the Digital Advertising Alliance's Principles for the Self-Regulation of Online Behavioral Advertising. To learn more, visit www.aboutads.info/choices.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691,"Users can manage the use of Flash technologies with the Flash management tools available at Adobe's website, see http://www.macromedia.com/support/documentation/en/flashplayer/help/settings_manager.html",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
692,"In addition, FSD is not responsible for the privacy or data security practices of other organizations, such as Facebook, Tumblr, Twitter, Apple, Google, Microsoft or any other app developer, app provider, social media platform provider, operating system provider, wireless service provider, or device manufacturer, including in connection with any information you disclose to other organizations through or in connection with the FSD Services.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
693,"FSD uses commercially reasonable administrative, technical, personnel and physical measures to safeguard information in its possession against loss, theft and unauthorized use, disclosure or modification. However, no one can guarantee the complete safety of your information.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694,"We ask that you not send us, and you not disclose, any sensitive personal information (e.g., social security numbers, information related to racial or ethnic origin, political opinions, religion or other beliefs, health, criminal background or trade union membership) on or through the FSD Services or otherwise.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
695,"The Minnesota Vikings has been awarded TRUSTe's Privacy Seal signifying that this privacy policy and practices have been reviewed by TRUSTe for compliance with TRUSTe's program requirements including transparency, accountability and choice regarding the collection and use of your personal information. The TRUSTe program covers information collected through this Web site, www.vikings.com and www.minnesotavikings.com and does not cover information that may be collected through our mobile applications. TRUSTe's mission, as an independent third party, is to accelerate online trust among consumers and organizations globally through its leading privacy trustmark and innovative trust solutions.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
696,"The Minnesota Vikings has been awarded TRUSTe's Privacy Seal signifying that this privacy policy and practices have been reviewed by TRUSTe for compliance with TRUSTe's program requirements including transparency, accountability and choice regarding the collection and use of your personal information. The TRUSTe program covers information collected through this Web site, www.vikings.com and www.minnesotavikings.com and does not cover information that may be collected through our mobile applications. TRUSTe's mission, as an independent third party, is to accelerate online trust among consumers and organizations globally through its leading privacy trustmark and innovative trust solutions. If you have questions or complaints regarding our privacy policy or practices, please contact us here. If you are not satisfied with our response you can contact TRUSTe here.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697,"For your protection, such information is collected and stored through encrypted means.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
698,"For your protection, such information is collected and stored through encrypted means",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
699,stored through encrypted means,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
700,collected,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
701,"They may have access to personally identifiable information needed to perform their functions, but may not use it for their own purposes, like sending you marketing offers about their products.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
702,Here are three urls of third parties that display the team site's branding/frame. Any information provided is directly collected by the third party even though the pages have the look at feel of the team site. The respective third parties' privacy policy shall apply to these areas. https://www.vikingsnewsletter.com/Register.jsp http://vikingmerchandise.com/vikings/customer/home.php https://oss.ticketmaster.com/html/home.htmI?team=vikingsl=ENSTAGE=1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
703,Your personally identifiable information is transferred to our computers utilizing encryption software.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
704,Only those employees who need access to your information in order to do their jobs are allowed access.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705,"This Website incorporates reasonable safeguards to protect the security, integrity, completeness, accuracy and privacy of the personal information that we may collect and we have put into place reasonable precautions to protect such information from loss, misuse and alteration.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
706,Our security policies are reviewed periodically and revised as required.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
707,usually bound by confidentiality requirements,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708,"access to personally identifiable information is authorized only for those who have a business need for such access,",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
709,"Although we work hard to protect personal information that we collect and store, no program is one hundred percent secure and we cannot guarantee that our safeguards will prevent every unauthorized attempt to access, use or disclose personal information.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710,"Under our security practices and policies, access to personally identifiable information is authorized only for those who have a business need for such access, and sensitive records are to be retained only as long as necessary for business or legal needs and destroyed before disposal.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
711,"Kinja has technical, administrative and physical safeguards in place to help protect against unauthorized access to, use or disclosure of user information we maintain.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
712,"Under our security practices and policies, access to personally identifiable information is authorized only for those who have a business need for such access,",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
713,"If you become aware of a security issue, please email us at legal [at] gawker [dot] com. We will work with you to address any problems.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
714,Data in transit outside of Public Citizen's secure network is encrypted.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
715,Public Citizen is fully compliant with PCI-DSS (Payment Card Industry Data Security Standard) and does not maintain credit card information on any of our servers,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
716,"Public Citizen's network is protected at the perimeter by firewalls that include intrusion detection and prevention capabilities, and all servers and workstations have centrally managed antivirus software.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
717,Servers and workstations are patched regularly and monitored for signs of suspicious activity.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
718,Access to Public Citizen's network is restricted to Public Citizen-owned devices.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
719,and does not maintain credit card information on any of our servers,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
720,"protected at the perimeter by firewalls that include intrusion detection and prevention capabilities, and all servers and workstations have centrally managed antivirus software. Servers and workstations are patched regularly and monitored for signs of suspicious activity. Access to Public Citizen's network is restricted to Public Citizen-owned devices.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
721,fully compliant with PCI-DSS (Payment Card Industry Data Security Standard) and does not maintain credit card information on any of our servers,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
722,Servers and workstations are patched regularly and monitored for signs of suspicious activity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
723,Access to Public Citizen's network is restricted,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724,TRUSTe : The New York Times has received TRUSTe's Privacy Seal signifying that this privacy statement and our practices have been reviewed for compliance with the TRUSTe program viewable on the validation page available by clicking the TRUSTe seal,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725,"We provide these companies only with the information they need to perform their services. These service providers are restricted from using personal information in any way other than to provide services for The New York Times, and they may not share, resell or use the data for their own direct marketing purposes.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726,"IS MY INFORMATION PROTECTED- To prevent unauthorized access, maintain data accuracy and ensure the appropriate use of information, we have put in place commercially reasonable physical, technical and administrative controls to protect the information. Please note that no method of transmission over the Internet, or method of electronic storage, is 100% secure.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
727,"To prevent unauthorized access, maintain data accuracy and ensure the appropriate use of information, we have put in place commercially reasonable physical, technical and administrative controls to protect the information. Please note that no method of transmission over the Internet, or method of electronic storage, is 100% secure.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
728,restricted database servers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
729,All information described above is stored on restricted database servers,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730,stored on restricted database servers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
731,"Your privacy is important to us and we have prepared this Privacy Policy to explain to you how we collect, use, and share information we obtain through your use of the Internet sites, applications and services ('services"") that are operated by, controlled by or are affiliate with Vox Media, Inc., including without limitation SB Nation, The Verge, Polygon, Curbed, Eater, Racked, and Vox.com (collectively, ""we,"" ""us"" or ""our"").",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,require that they maintain the confidentiality of such User Information,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
733,"We have implemented reasonable measures to help protect your User Information from loss, misuse, or unauthorized access or disclosure.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
